Name,Connections
SKYMAX/SK'YM'X/JAMES,14
"SMITH, COL. TOLLIVER",14
"SMERDILOVISC, VICTOR",14
INGOT/,14
"NAPIER, RAMONA DR.",14
"DENNIS, MARTY",14
"MOORE, CONNIE",14
KNIGHT/MALCOLM KNIGH,14
"RODRIGUEZ, DET. PHIL",14
IMPOSSIBLE WOMAN,14
ROSE II/SGT. BLUME,14
GRIM HUNTER/KRAVINOF,14
"GRIMM, BEN | EARTH-A",14
"MANDARIN, JAMES",14
SLOTH,14
"DESTINE, ADAM",14
ROK,14
MANIPULATOR/,14
"GRASSWIND, Z'OOFREY",14
KNOCKABOUT/,14
COLOSSUS 2013,14
NESTOR,14
"GERASI, JOEY",14
MAA-GOR,14
COMMANDO/M-NELL,14
SISTER SALVATION,14
RHAPSODY/RACHEL ARGO,14
"RICHARDS, REED | EAR",14
NINJA/,14
"CHEEVER, JOHN",14
SKAR,14
CHEMISTRO III,14
NIGHTSTICK/,14
CYBERTOOTH/YEN HSIEH,14
COMET MAN/DR. STEPHE,14
"MUNROE, DAVID",14
SKIN II/DONNA BLISS,14
"MUNROE, N'DARE",14
NIGHT,14
"JACOBS, GLENDA",14
NHU'ABDAR,14
HYPERSTORM,14
DEMOLITION MAN DOPPE,14
"CLEARWATER, JUDGE MA",14
UR-LINI,14
RAINBOW,14
"BLACKSHEAR, JONAS",14
"COLE, PRISCILLA",14
"KREIGER, SIMON",14
"SHERMAN, GEN.",14
"SHIFFMAN, MAXIE",14
TETHRA,14
SCORPIA,14
SCYTHE/,14
THOR IV/DARGO,14
"AYALA, FILIPPO",14
"HASTINGS, PROF. LOUI",14
VOLGA BELLE/,14
"HARGROVE, ELIAS",14
"LAVENDER, MAXINE",14
"MELLACE, LUCY SANTIN",14
"EL GIBAR, ACHMED",14
EXECUTIONER III/BRUT,14
FIRESTRIKE/DALTON BE,14
"LECLAIRE, PROFESSOR ",14
EL JAGUAR,14
"LANDERS, RAY",14
"ZEDRAO, GENERAL",14
"QUAYLE, DAN",14
SUNSPYRE/LEYU YOSHID,14
D.K./DAVID KALEN,14
SHANGA,14
TAI,14
"BENTON, TERRY",14
BRIQUETTE/,14
HAMMERHAND II/BRON,14
FOLD,14
"BURKE, THERESA TRACY",14
SCRIER II/S. CRIER,14
"PROUST, PAUL",14
CUFFS/,14
"MENKEN, DONALD L.",14
KING (OF THE SEWER P,14
BUX,14
"PROVENZANO, PAULIE",14
VIBRATO/,14
"MCCOURT, ALLISON",14
AVIUS,13
"DORCAS, LEMUEL DR.",13
"MACTAGGART, JOE",13
ARIES/MARCUS LASSITE,13
JAVELIN II/DARIN JR.,13
BLACK SPECTRE/CARSON,13
"BLAZE, EMMA",13
ADORA CLONE,13
MADAME MASQUE II/,13
PSYCHE II/PSYKOS/RON,13
NIGHTWATCH/,13
"KONIEV, DMITRI",13
JARDINE,13
ZARATHOS,13
HUNTSMAN,13
MEATMARKET,13
DARGIL,13
XEMNU,13
"NIVENA, JOANNA",13
ELYSIA,13
"PUENTES, DONNA MARIA",13
"MARTINEZ, LINETTE",13
"CROSS, STANLEY",13
VIOLENCE/,13
FOGG/THOMAS FOGG,13
GIGANTO,13
BOBCAT/,13
GEATAR,13
"HITCHUCK, KELLY",13
BULLET BIKER,13
DECIBEL,13
"DELANY, CAPT.",13
ERIC THE RED II,13
"ALEGRIA, RICHIE",13
DEVOURER,13
COAL TIGER/T'CHALLA ,13
SMOKESCREAM/,13
MINSTER HOARD,13
SYNRAITH,13
WIDE LOAD ANNIE/ANNI,13
UNIT 101101,13
PSI-BORG/,13
FATHER TIME,13
EROS,13
"ROBESON, PROFESSOR K",13
"BEALE, ERIC",13
I.Q./ISHMAEL QUESTOR,13
WEAK LINK/ERNIE MILL,13
DEVIL DINOSAUR | MUT,13
"SMALLWOOD, DAN",13
"KINCAID, MOSES",13
SCRIER,13
IKTHON,13
"GRIMM, BEN | MUTANT ",13
MANITOU,13
COACH,13
MARAUDER,13
MUSE/SHANNON FITZPAT,13
"ROSETTI, GABRIEL",13
"DANVILLE, SEN. OWEN",13
NIGHTHAWK III/NEAL,13
FANG III,13
"CIR, DYLON",13
"SOLE, MAJOR REMINGTO",13
"MARKO, KURT",13
KO'ICHI,13
WATOOMB,13
RINGLEADER,13
"ARMSTRONG, MYRA",13
"MOBIUS, DR.",13
FLINCH/,13
TIWAZ,13
"HENCKEL, MARIA",13
BOUNTY,13
GOROTH,13
BOLERO/,13
"TORK, LT.",13
"RIORDAN, JIMMY",13
"CHALIZ, SHANAZ RAYNA",13
DR. DOOM DOPPELGANGE,13
"CHALIZ, HAZRAM",13
BERNIE,13
SAVAGE STEEL/HARRY L,13
THUNDERFIST/,13
"HAMILTON, JEROME",13
PAI,13
JUNIPER,13
RAA,13
"CARTER, TAD",13
WANDERER,13
"SANDERS, MAC",13
TOY,13
TRAPPER/VOLA,13
STRONGHOLD/,13
EL TIGRE,13
AURORA | MUTANT X-VE,13
THUNDERSWORD,13
EXPEDITER/JOHN WRAIT,13
FACADE,13
OPSIDIAN/,13
CANNONBALL/SAM GUTHR,13
MASTERMIND IV/MARTIN,13
"FURMINTZ, HARMON",13
"SANDOR, PROFESSOR IS",13
BLINDSIDE II/BOBBI C,13
BANSHEE 2013,13
"LITTLEWING, SUSIE",13
GAARD/JOHNNY STORM E,13
MORNING STAR/ZVEZDA ,13
AGENT AXIS/,13
OUTRIDER/OCLIN UWIR ,13
"MCELROY, JAMES",13
DRY,13
KATYUSHA/,13
CACHE,13
OTHER,13
OX IV,13
VINCENTE/,13
ECLIPTIC,13
"GALEN KOR, ADMIRAL [",13
"CARRERA, MIA",13
"RALEIGH, RICHARD",13
"YUAN, BILLY",13
VISARA,13
DR. SPECTRUM III/REV,13
"WOLFMAN, MARV",13
ZODIAK/NORMAN HARRIS,13
"LEWIS, DET. GARON",13
SHINAR,13
"ST. THOMAS, JULES",13
SABU,13
"BURR, CLAYTON",13
"ATKINSON, MAJ. EDMON",13
SATELLITE,13
"FIELDS, TRACI",13
"BLAZE, CRAIG",13
HUMAN TOP/DAVEY MITC,13
"KELLY, SARA",13
SQUID/DONNY CALLAHAN,13
"GAUNT, OFFICER KIM",13
RAGAR,13
PYRE II,13
ATALON,13
OVERRIDER/,13
"GUTHRIE, LUCINDA",13
"OLSEN, JIMMY",13
BUTTERFLY,13
SAPPER,13
DR. VOLKH/VLADIMIR O,13
VILIVEN,13
LOOP,13
CERANDA,13
MERCURY,13
SACRIFICER,13
DARK WIND/KENJI OYAM,13
WARBOW/,13
"STRONG, SUSAN",13
DEADAIR,12
ANIMATOR/DR. FREDRIC,12
BIRDBRAIN,12
SCORPIO II,12
"MCDOWELL, SCOTTY",12
"SAUNDERS, KRISTINE",12
SHAKTI,12
SIBERCAT/,12
"BELGRADE, DR. HORATI",12
MARAUD,12
TYPHOID MARY | MUTAN,12
TOMMY LIGHTNING/,12
SHAMAN II,12
WHITE RABBIT,12
HOGUN | MUTANT X-VER,12
"MELTON, LORRIE",12
"SLAG/SLAGHT, DR. THE",12
BELIAL,12
DADDY WRONGLEGS,12
SKOLL,12
WITNESS II/REMY LEBE,12
MR. SINISTER | MUTAN,12
"SHOOTER, JIM",12
"GUTHRIE, TYLER",12
BINARY | MUTANT X-VE,12
CYCLOPS | MUTANT X-V,12
HIRO,12
"TSUNG, MARCUS",12
"HUDSON, JAMES | MUTA",12
CYANIDE JANE,12
MOLTO,12
BEAUTIFUL DREAMER II,12
MR. LUCK II/PHILIP G,12
ANOMALY,12
HEADHUNTER/,12
"CONOVER, HANNAH",12
"CONOVER, REV. WILLIA",12
S'LAR,12
"MARTS, MR.",12
TOSHI,12
SALVO,12
TRICKSHOT,12
HYZAKTL,12
MINDWAVE,12
WENDIGO II/GEORGES B,12
MORPH,12
CRIMSON DYNAMO IV/YU,12
MORPHEUS/ROBERT MARK,12
"WILSON, MERCEDES",12
SEA WITCH/BRIGIT O'H,12
CROTUS,12
HOPE,12
DELUGE II,12
DELGADO,12
"SHERIDAN, WILLIAM",12
MURDER,12
SCATTERSHOT/NATALIA,12
MASTERMIND III,12
"ANDERSON, GINA",12
AMPHARON,12
"CROSSAN, ANNIE",12
"DARE, ROSSALYN",12
"MCCABE, NINA",12
TENDRIL/RIVER VERYS,12
ROM CLONE,12
AGENT 18/JACK TRUMAN,12
"THORSON, DR. WALTER",12
"RAMIREZ, MARTA",12
"FURMAN, RICHARD",12
"STORM, SUE | TIMESLI",12
KARNAK | MUTANT X-VE,12
STRANGLEHOLD,12
"RAKIM, SEN. KAMAL",12
LEVIATHAN II/EDWARD ,12
"GARFIELD, MURRAY",12
"STRIKER, SAM",12
"CALDERONE, HANNAH",12
"BALLANTINE, MR.",12
"STROUD, SIMON",12
KATOS,12
AGED GENGHIS,12
STYX/JACOB EICHORN,12
DESTRAK,12
"CARBONE, ROSALIE",12
"STEWART, MACKINLEY",12
DREAM QUEEN,12
AIR-WALKER/GABRIEL L,12
ASSAULT/,12
"STANDISH, GEN.",12
BLACKHEART,12
WAR MACHINE II/PARNE,12
"BARBAROSSA, VINNIE",12
DRAGONFIST,12
JOVAN,12
"RASPUTIN, NIKOLAI",12
JUGGERNAUT | MUTANT ,12
THUNDERHEAD/,12
RASPUTIN,12
"DRAN, DAMON",12
RAPTURE/SISTER JOY,12
GALEN,12
"BAIRD, DR.",12
QUARRY,12
Q'WAKE/QUAKE,12
"ADAM 3,031",12
KILLOBYTE,12
TERROR II,12
"TAKAHAMA, ROBERT",12
ABRAXAS,12
VOICE,12
KIRIN,12
PRINCESS FEN [ATLANT,12
"PLEXICO, DET.",12
TAROOK,12
"POLOMBO, CATHY",12
"POMEROY, SYLVIA",12
POPEYE,12
"FIELDS, PROF. WILLIA",12
VIPER/JORDON DIXON,12
POWER MAN III/STEELE,12
BONES/ELIZABETH BLIS,12
SZARKUS,12
"ZAPPER, DAN",12
VOLCANA ASH,12
ELEJEA,12
PERSEPHONE,12
AXIS/,12
SUPER-NOVA,12
FLO,12
"LANDERS, RICKY",12
"AYALA, AWILDA",12
"LAMY, KELLY",12
"LAMBERT, WILSON",12
SVYATOGOR/SASHA POKR,12
"BRYCE, ARCHER",12
SWARM/FRITZ VON MEYE,12
PHINEAS,12
"BROWN, FRANK",12
FLATIRON/RUSSELL,12
"VANDERGILL, GEORGE",12
"LITTLE, ABNER",12
WARFIST,12
DIGGER II/,12
REIKO,12
NOVA II | MUTANT X-V,12
WYNTER,12
CHIRA,12
"MADDEN, CHET",12
JANUS,12
WATER WITCH/,12
DIRECTOR X,12
SOCRATES SOCK,12
"DILLON, ANITA",12
RINGLET,12
"IVANOVA, ELENA",12
SPOT/,12
SNAKE,12
GRAND OVERSEER,12
MAINSPRING,12
UPLINK/HECTOR FUENTE,12
BASILISK/BASIL ELKS,12
IRON GIANT MAN | MUT,12
MALACHI,12
"GREER, DAVID",12
NAUDA,12
GREYSTONE/BRIAN YOUN,12
MANACLE/,12
JET-BLACK/,12
REMORA,12
XIANDU,12
XEMU,12
"VAN HELSING, RACHEL",12
"LUMLEY, JUDY",12
CETHLANN,12
LORD GASPAR,12
WARHAWK II,12
"REAGAN, NANCY",12
RED GUARDIAN IV,12
CH'VAYRE,12
O'DONNELL,12
"LOWELL, DR.",12
REBEL/,12
DR. PHOBOS,11
PROWLER III/RICK LAW,11
"GATES, JUNIOR",11
PIERSO [TRIONIAN],11
"FITZPATRICK, WILL",11
DEATHLOK IV,11
SANCTITY/TANYA TRASK,11
MISSING LINK II/RAY ,11
"GRUNCH, ALESTAIRE FI",11
ORIGIN/PHYLLIS TWOMB,11
GORGEOUS GEORGE,11
"WATSON, MADELINE",11
ETUBAN,11
"DANVERS, MRS. JOE",11
GOTH,11
"DEWITT, KEARSON",11
DR. DOOM | TIMESLIDE,11
EVILHAWK/DARGIN BOKK,11
"FALLON, MEG",11
BATTERY/,11
N'GAMI,11
FEUER,11
"PRAZNIKI, ANNIE",11
"PRAZNIKI, VICTOR",11
DEVASTATOR II/GREGOR,11
SENTRY 571,11
BATWING/,11
"PONG, WU",11
ARMADA II/,11
"FALK, DR. JENNIE",11
"VIENNEAU, JACQUES",11
"SEGAR, OWEN",11
SEEKER/TARM,11
VISE/,11
WILD MAN/ALEX WILDMA,11
"DEVEREAUX, MICHELLE",11
"GANGER, DR. ALEXEI",11
FIRESTAR | MUTANT X-,11
FIST/,11
"GYRICH, HENRY PETER ",11
VOLKHVY,11
VIXEN,11
PHANTOM RIDER II/HAM,11
"WATERS, SETH",11
"GUNDERSON, COL. ROLA",11
EJULP,11
DAVIDOFF,11
"ASH, BRANDY",11
QUORUM/,11
GUILOTINE,11
"RADCLIFFE, TODD",11
SERESTUS,11
"MUELLER, AMANDA",11
"DAWSON, DICTIONARY",11
"FRANKLIN, JEREMY",11
DEAD RINGER/LOU,11
"DUBOIS, HERVE",11
GULLO,11
"GERASI, MARY ROSE",11
DONYELL,11
VACUUM,11
SANGUINE,11
RAKKUS,11
RALF,11
"BARRENOS, OMAR",11
ARACHNE,11
DEATHSTROKE/,11
ATTRACTIVE LAD/AUNDR,11
QUENTINO,11
"DIXON, GENERAL",11
"SAWYER, GENERAL SAMU",11
"HARRIS, MONROE",11
MOLE,11
"SANDOVAL, DIEGO",11
MOLE MAN | MUTANT X-,11
"HALBERG, DONALD",11
ENTITY,11
"HARRIGAN, PATRICIA P",11
DREADFACE,11
"RIFKIN, BIFF",11
AVANDALIA,11
ELECTRYON,11
RAZORBLADE/,11
URSON-WELLZ,11
"RIDDLEY, HIRAM RAM",11
NIMROD III,11
MONOCLE,11
GUARDIAN IV,11
"SCANLON, COMMANDER",11
"HARKER, QUINCY",11
BAKER,11
"DAVID, PETER",11
PELE II,11
"FEIFFER, DEPUTY BEAU",11
"LANE, SILAS",11
MAX II,11
HUSK/PAIGE GUTHRIE |,11
COMMANDER COURAGE/,11
"ANDERS, JOSHUA RICHI",11
KERIVAK,11
THERMO II/,11
MASKED MARAUDER/FRAN,11
"CONTONI, PAUL",11
THERMAL MAN,11
JOUST,11
"CHALMER, JUDGE",11
HRILL,11
BOLT/LAWRENCE EVANS,11
HONEY LEMON/,11
ANDROS,11
"TABESHAW, HARRY",11
SKUNGE,11
TERROR/LASLO PEVELY,11
"TRAYNOR, HARLEY",11
ZINGH,11
"BERKELEY, TRAVIS",11
XELOCKS [TRIONIAN],11
SHRILL/,11
CASPER,11
"BREWER, AMY",11
WIREHEAD,11
TIKUAK,11
ABEL,11
KREE SCARLET WITCH [,11
CAT MAN III/,11
HITMAN/LT. BURT KENY,11
"KEMBLE, DR.",11
LEAD-IN,11
ANGEL III/HALLOWAY,11
THUMPER,11
LIONMANE/GEN. LO CHI,11
"SOMMERS, APRIL",11
"MADDICKS, PROFESSOR ",11
STICK,11
LIGHTNINGBOLT II/RAN,11
JAKAL,11
JACK O'DIAMONDS,11
LIBRITO,11
MAHKIZMO,11
IT,11
CANDLEMAS/,11
"ALVAREZ, CARLY",11
ISIS,11
"LEVINE, ABBY",11
MAJOR VICTORY/MAJ. V,11
CARRION,11
"LEQUARRE, GERRY",11
"JELLA, PRIVATE",11
KATANA/,11
"TOLLIVER, REV. JACKS",11
CAESAR,11
C.F.,11
"SLOAN, JASON",11
"WOODS, TIMOTHY",11
STECK'EE,11
ZANIAC II/THUG THATC,11
"THOMPSON, JESSICA JE",11
SLICE/,11
TOOTHGRINDER,11
"WOO, SONIA",11
TRIAX,11
"MACTAGGART, MOIRA | ",11
TSERRON,11
SERSI | MUTANT X-VER,11
CROWLEY,11
TEI,11
A'YIN,11
TERMINATOR,11
MEPHISTA,11
HELLRAZOR,11
CATHODE/,11
"KOSINSKI, HARLEY",11
CUDGEL/,11
CRUSHTACEAN,11
TELLIS,11
YANKEE CLIPPER/PAT C,11
CRUX/CRISTAL LEMIUEX,11
KRAKEN,11
"CEAUSECU, IONEL",11
LEGS II/,10
IMP/PANDORA DESTINE,10
"BENTLEY, MILES",10
POPPA WHEELER,10
KEATON,10
OSHTUR,10
FORD,10
ROC/,10
KAZE,10
"COHEN, IZZY",10
"ZANE, DONOVAN",10
BLACKWULF,10
"STEED, MR.",10
GADRIEL,10
"JENKINS, WALTER",10
NAMORITA | MUTANT X-,10
"SHAARA, SANJIT",10
HAWKEYE | MUTANT X-V,10
"SHAITAN, AL",10
"MANH, COY TRANH",10
NOVA III/FRANKIE RAY,10
MARITA,10
NOX,10
"GERASI, LESLIE",10
JUSUR,10
BIOHAZARD,10
"BAILEY, GAILYN",10
"MURPHY, MELISSA",10
DR. VAULT,10
"GERHARDT, JOSEPH HEI",10
OLD WOMAN,10
WILD BLOOD,10
"WEISENTHAL, DR. JACO",10
ARLISSE,10
"NACHT, HERR",10
"ROSE, JUSTICE",10
QNAX,10
MINOR DOMO,10
"AGUIRRE, ISOBEL",10
"CHAMPION, IMUS",10
PEACEKEEPER/JOSHUA,10
"WOODS, MIRANDA",10
"SUEE, FAH LO",10
"GRIMM, PETUNIA PENNY",10
"GIDEON, GREGORY HUNG",10
"VERPOORTEN, JOHN",10
AZIR,10
"COFFY, DET.",10
PLAZM,10
HAYDEN,10
"CAPUTO, DR. JULIA",10
JAGATAR,10
PAINTER/WILHELM VON ,10
"YOUNG, LOUISE",10
"SOAP, DET.",10
"HECK, DON",10
CYBERSLIK,10
GAROTTE/,10
"DUBOIS, NOAH",10
"RAMIREZ, LUIS",10
"THULE, GEN.",10
JAMEKA,10
"STONE, NELSON",10
"CLAYBORNE, REGINA",10
TIMBERIUS II,10
MIDGARD SERPENT,10
"RIFKIN, MARJORIE",10
TIMEBOMB/LOUIS JOUBE,10
"RANDEAU, DR.",10
JARELLA,10
SPANKER/FRED HOVEL,10
SPARX/AURELLE,10
"KNOBLACH, GERTRUDE H",10
"RIDGEWAY, DAWN",10
CHEETAH,10
"CLAY, GORDON",10
"SNIPES, DET.",10
"FORTUNE, DOMINIC",10
BOUNCER,10
"GREEN, LILA",10
"BURKE, JACK",10
CALIFORNIUM,10
YSSA,10
"VAUGHAN, GAYLE",10
CODY,10
"WALKER, TESS",10
"BOWDEN, DENNIS",10
KO-GAR,10
"DIAMONDE, YVETTE",10
GLADIATRIX,10
GRANDE DAME,10
"REYNOLDS, LINDY",10
SENSO,10
AJAX II,10
"GOYER, SAUL",10
DOMINEX,10
"TSKAROV, GENERAL",10
CANE/,10
SENTRY II/BOB REYNOL,10
"KARIM, MERYET",10
SNAKEBITE/,10
FROST,10
HELIX II,10
"THOMAS, DR. JOHN",10
"MARLEY, MITCH MADMAN",10
"ZOLA, ARNIM II",10
"SCICLUNA, MICHELE",10
"TREVOR, STEVE",10
KRUEL/VICTOR KRUELLE,10
"BRANNEX, ALLESSANDRO",10
SHULK,10
"TAKAHASHI, REI",10
"JILLETE, RANDI",10
BROMINE,10
HAMMER III/EISENHOWE,10
ANDWELLA,10
"APPLEBAUM, PHANTASY",10
DEAD HEAD/,10
CROWN,10
WIRETAP/,10
JIKEKT,10
"WISDOM, ROMANY",10
"SAPIR, HERSCHEL",10
DEADLY DORIS,10
"MENDELSON, DR. MACK",10
"SIEGEL, DR. AVRAM",10
MORLEY,10
SIGMAR,10
"JERICHO, DUNCAN",10
DANGOR,10
SIGN/,10
"CROW, REV. JOSHUA",10
SHOTGUN/ZEKE SALLING,10
SILENCE/,10
"BERENGHETTI, SUSAN",10
"WING, PROFESSOR",10
PRINCESS PEARLA,10
"KLEIN, CAMERON",10
"MOLLE, DR.",10
"KLEB, ROSA",10
"WINGFOOT, WYNONA",10
PRINCESS ZANDA,10
KITANG,10
SHAZANA,10
BRANSON,10
"ANUBAR, ANWAR",10
PRIME MOVER,10
"ESTAVES, MARIE",10
"MCKENZIE, SCARLETT",10
TWEEDLEDOPE,10
"LUCAS, JAMES JR.",10
"DARROW, MARISSA II",10
STAR,10
KRIVEN,10
"MCKENNA-DRAKE, MARLE",10
"SAWYER, RYAN",10
TRION,10
"MOOMJI, INDRIES",10
"JOHNSMEYER, JAMES",10
"GAPON, DZHOKHAR",10
BURNING PUDDLE,10
DR. DOOM CLONE/VICTO,10
GUNTHAR,10
POLESTAR/,10
"SINCLAIR, MORGAN",10
DR. BONG,10
SIR,10
LOCOMOTIVE BREATH/LA,10
"REEVES, MAJOR",10
"MARTINEZ, CARMELLO",10
"MARTINEZ, ALITHA",10
MR. TERMINEUS/AMODEU,10
"WALTERS, SHERIFF MOR",10
"RYKER, GENERAL",10
SISTER NIL,10
RUSSIAN,10
HAVEN/RADHA DASTOOR,10
SITTING BULLSEYE/,10
GUARDIAN | MUTANT X-,10
"ELLENTHORPE, MARIAH",10
"PURL, DR. NOAH",10
MINT JULEP,10
SKEWER,10
"VONYA, DR. ANATOLY",10
GRYPHON/COMMANDER EK,10
ANARCHIST/TIKE ALICA,10
"WHEELER, M'KONI MARY",10
"MENGOCHAUZERAUS, GRI",10
TYRANT,10
SPOILSPORT/,10
HOWLER/LUKE GARROW,10
CORDITE,10
PSIREN,10
KHIRN,10
HAUS,10
MOUSE,10
"BLACK, RACHEL",10
SPOOKY,10
U-GO GIRL/EDIE,10
"CHALIZ, TABRIAZ",10
"SCOTT, JAKE",10
HOWLER II/ZED,10
SIMBUS,10
DR. ANGST/FLOYD MANG,10
"THAN, VELENA",10
NUMBER NINE,10
"CONTRARES, ANASTASIA",10
"RICKMAN, JONATHAN",10
MISS ITCH/BLISS,10
REDJEK/,10
"RAVEN, MATTHEW",9
RAWHIDE KID,9
"STONE, CHANTAL",9
DR. STRANGE DOPPELGA,9
RAPIDO,9
"LOHAN, PETER",9
"STACY, NANCY",9
JUDGE KRAY-TOR,9
OUTLAW/NIGEL HIGGINS,9
ORINI,9
"DRISCOLL, MAYOR",9
"RAVEN, SABBATH II/EL",9
STAR HAMMER,9
GADFLY/RUTH MACRAE,9
CYCLOPS 2013,9
KALIN KARTH KITH,9
TEZCATLIPOCA,9
FITCH/,9
TERRAX,9
"AYALA, MRS.",9
"ESTAVES, DR. ROSA",9
"TAKAHAMA, JANE",9
FLAME,9
PHOENIX 2013,9
"BRUKNER, ILANEY",9
"PULASKI, JOSEPHINE J",9
BRUNNHILDE/MCM-XLI (,9
"BUCHETTO, SALVATORE ",9
"THAMES, SERIPHA",9
PSIMON,9
"FLINT, LT.",9
BOAK,9
ADRIA,9
BRES,9
"TANNEN, VINCENT",9
VIVISECTOR/MYLES ALF,9
KREE CAPTAIN AMERICA,9
"BOSCO, ELAINE",9
BOSHLOVOR,9
VIRAGO,9
B'ARR,9
"BOWMAN, MAJ.",9
"BOYD, TWO-FISTED TOM",9
"BRADDOCK, JAMES",9
ZONA,9
"TENNYSON, JACOB",9
TENPIN/ALVIN HEALEY,9
"FILLMORE, SHERIFF DO",9
"FALLON, HOWARD",9
"PO, KIM",9
FIREBRAND III/RICHAR,9
"VILLA-LOBOS, GETULIO",9
ENT,9
PULSAR/PLOR,9
RAMROD III/,9
"YOUNG, LAWRENCE",9
STRONGARM II/ARMSTRO,9
YRIK,9
PARADOX II,9
FREDD,9
PAPA GRANITE,9
KARGUL,9
LIFELINE/DEACON,9
"YOUNG, KIM SUNG",9
"ENGLEHART, STEVE",9
CAPTAIN BARRACUDA,9
STONECOLD/,9
KAMINARI,9
"FURY, DAWN",9
RAMON,9
"FURY, NICK L.M.D.",9
"STONE, JOHN",9
"PARKER, MAY III",9
"FORRESTER, DR. CEDRI",9
VERITUS,9
"WAGNER, ERNIE WHACK ",9
ELO,9
THOG,9
ASMODEUS,9
"KELLY, KAREN",9
"BADALINO, LT. MICHAE",9
PELE/MICHI SASAKI,9
"FONTREAUX, GUY",9
ELEC'TRIX/,9
ELATHAN,9
QUANTUM,9
VULCAN/,9
BUTTONS,9
BLISS,9
"BLINK/FERGUSON, CLAR",9
YURGE,9
"LOPEZ, JOSE",9
"REYNOLDS, KATHERINE",9
OGUR,9
"RYKER, LUCY",9
ROSETTA STONE,9
DENAK,9
"MARIN, DR.",9
"ROTH, DR. GERALD",9
MARISSA (OF GENE-TEC,9
ULTRON 2010,9
"ROUSSEAU, ETIENNE",9
"DELAZNY, DORIAN",9
RUMOR/,9
"HUNT, JERRY",9
UNIT,9
SIROCCO,9
SIR BENEDICT,9
HUMBUG/PROF. B. MITT,9
SABRE,9
SABRETOOTH | MUTANT ,9
BEAST DOPPELGANGER,9
CONUNDRUM/,9
BERTRAM,9
MOTHER-OF-PAIN,9
SKYE,9
"GROVES, GEN. MCALLIS",9
SLASHER,9
"GRIMM, SUE STORM EAR",9
INSOMNIA/,9
INNOCENT,9
MALOVICK/,9
"DEVOOR, ALBERT",9
SMART ALEC/ALEC THOR,9
"DEVINE, ANTON",9
INFINITY,9
MAN-BULL/BULL TAURUS,9
SLUK,9
"DEVEREAUX, IRIS",9
TOLOC,9
INAZUMA,9
"ROEBERG, SEN.",9
MANGLER/,9
TOMAZOOMA,9
"GRIMM, BEN | TIMESLI",9
IDUNA,9
"ROLLINS, MRS.",9
SLEEK,9
SALLA,9
SAMSON,9
SAMUELS,9
MOK,9
CROSS/,9
"HARRISON, COL. EDWAR",9
ANUBIA,9
ANTORO,9
"BERENGHETTI, MICHAEL",9
HATE-MONGER IV,9
"HESSLER, WOLFGANG",9
MEPHISITOID,9
"WILCOX, DR. BRENT",9
SHADOWCAT | MUTANT X,9
"CUSSLER, PHILLIP JR.",9
"WILLIAMS, NILES",9
"SHAARA, MRS.",9
SELENE | MUTANT X-VE,9
MERRIAN,9
"SEWARD, DR. CHARLES",9
"WILFORD, ETHAN",9
ANIMATOR II/,9
HELIUM,9
DAREDEVIL | MUTANT X,9
"SHEFFIELD, LEAH",9
"CORTES, MARIA PILAR",9
MONDO,9
MASTERMIND V,9
"TRASK, RAYMOND",9
"CREED, GRAYDON | MUT",9
SICKLE II/,9
TREMELO/,9
HAMMER IV/,9
MOONSTOMP/,9
CRIME-BUSTER/,9
TYCHO,9
SHORT CIRCUIT/HENRY ,9
"MCDONNELL, OSCAR",9
"HARDY, LYDIA",9
"MCGRILL, MARY",9
CRITIC,9
HOARFEN,9
SCALEFACE/,9
SHIVER MAN,9
"WHITECLOUD, MICHAEL",9
"HARRAS, BOB",9
"SMITH, DR. ARMSTRONG",9
BITMAP/,9
"MICO, RODOLFO",9
"O'MEARA, KATHLEEN",9
"JONES, KATIE",9
GLITTER/,9
NUGENT,9
RETREAD,9
CLASH/,9
REANIMATOR/,9
SSSESTHUGAR,9
GOLEM/JACOB GOLDSTEI,9
TILLIE THE HUN/MATIL,9
"BARNETT, MIKE",9
"SOMERS, KATHY",9
WRAP,9
"CHASE, DETECTIVE SLO",9
RINGER II,9
BLACK RAAZER/,9
CHAKA KHAN,9
"RICHARDS, FRANKLINK ",9
DOC SAMSON | MUTANT ,9
"SOUSA, PAUL",9
NIGHTWIND/,9
BARON BRIMSTONE/,9
RECKLESS ERIC/,9
"MACRAE, TRUTH",9
JOHNSON,9
TILDA,9
AKAFE,9
JAMEEL,9
"GERARD, TERENCE",9
OCCULUS,9
MAINFRAME/IAN WAJLER,9
"GIDEON, CLAIRE",9
"REISZ, RAY",9
BLACK CRANE/,9
NEDDA,9
YANO,9
GRAVEMOSS,9
"RENKO, DR. IRENO",9
NORTHSTAR | MUTANT X,9
"WARREN, MR.",9
MAJOR MAPLELEAF/LOUI,9
"OGADA, DR.",9
GARTH,9
"WATSON, PHILIP",9
GORR,9
MAGOG,9
NICODEMUS II,9
"WATSON, KEVIN",9
BLACK LAMA,9
BASILISK II,9
"GARTH, DONNA",9
JACK,9
SCANNER/SKERA,8
"BARBAROSSA, MARIO",8
PROGENITOR,8
TAREVA,8
EVERWRAITH/,8
STARHAWK/STAKAR,8
BREAKER/RAAK,8
"CROSS, JASON",8
"CROMWELL, HAMILTON",8
"TANAKA, GEORGE",8
TAR,8
SPIRIT OF '76/WILLIA,8
