,Name,Identity,Alignment,Gender,Status,Year
14803,Timothy Dugan (Earth-616),Public,Good,Male,Deceased,1963.0
14804,Timothy Dugan (Heroes Reborn) (Earth-616),,Good,Male,Living,1996.0
14805,Timothy Dugan (Skrull) (Earth-616),Secret,Bad,Male,Deceased,2008.0
14806,Timothy Jones (Adult) (Earth-616),Public,Neutral,Male,Living,1960.0
14807,Timothy Jones (Child) (Earth-616),Public,Good,Male,Living,1990.0
14808,Timothy Karlskin (Earth-616),Secret,Bad,Male,Living,1992.0
14809,Timothy Mulrooney (Earth-616),Secret,Good,Male,Living,1943.0
14810,Tin (Horse) (Earth-616),Public,Good,,Living,2006.0
14811,Tina Minoru (Earth-616),Secret,Bad,Female,Deceased,2003.0
14812,Tina Sanchez (Earth-616),,Neutral,Female,Living,1988.0
14813,Tina Sapristi (Earth-616),,Good,Female,Living,1986.0
14814,Tinkabelinos Hardleg (Earth-616),Secret,Good,Female,Living,2007.0
14815,Tinkerbelle (Earth-616),Secret,Neutral,Female,Living,1976.0
14816,Tinkerer (Skrull) (Earth-616),Secret,Bad,Male,Living,
14817,Tinta (Earth-616),,Good,,Living,1978.0
14818,Tippy-Toe (Earth-616),Secret,Good,Female,Living,2005.0
14819,Tir-Zarr (Earth-616),,,Male,Living,1968.0
14820,Tischenko (Earth-616),Public,Bad,Male,Living,2002.0
14821,Tisha Scarabeus (Earth-616),Public,,Female,Living,1979.0
14822,Tisiphone (Furies) (Earth-616),,Bad,Female,Living,1996.0
14823,Titan (Earth-616),Secret,Neutral,Male,Deceased,1977.0
14824,Titanis (Earth-616),,Good,Female,Living,1976.0
14825,Titannus (Earth-5012),,Bad,Male,Living,2005.0
14826,Titannus (Earth-616),,Bad,Male,Living,2005.0
14827,Titano (Earth-616),,Bad,Male,Living,
14828,Tithe Collector (Earth-616),,Bad,Male,Living,1993.0
14829,Tito (Clint Barton's neighbor) (Earth-616),Public,Good,,Living,2012.0
14830,Tito Bohusk (Earth-616),Public,,Male,Living,2003.0
14831,Tito Falcon (Earth-616),Public,Bad,Male,Deceased,2010.0
14832,Tito Mendez (Earth-616),Secret,,Male,Living,1997.0
14833,Titus (Earth-616),No Dual,Bad,Male,Deceased,2013.0
14834,Titus Locke (Earth-616),Public,Bad,Male,Living,1942.0
14835,Tityus (Earth-616),Public,,Male,Living,1994.0
14836,Tiv (Earth-616),Public,Good,Female,Living,2006.0
14837,Tnneya (Earth-616),,Bad,Female,Living,
14838,Toad-In-Waiting (Earth-616),Secret,,Male,Living,2002.0
14839,Toag (Earth-616),,,Male,Living,1968.0
14840,Tobe (Earth-616),Secret,,Male,Living,1996.0
14841,Tobe Levine (Earth-616),Public,Bad,Male,Living,1966.0
14842,Tobias (Earth-616),Public,Bad,Male,Living,1994.0
14843,Tobias (Space Phantom) (Earth-616),Secret,Bad,Male,Living,1995.0
14844,Tobias Messenger (Earth-616),Secret,Bad,Male,Deceased,2001.0
14845,Toby Wood (Earth-616),Secret,,Male,Living,1998.0
14846,Tod Kaufman (Earth-616),Secret,Bad,Male,Living,2010.0
14847,Tod Radcliffe (Earth-616),No Dual,Bad,Male,Deceased,1977.0
14848,Tod Sultan (Earth-616),Public,Bad,Male,Deceased,1949.0
14849,Todd Arliss (Earth-616),Secret,Bad,Male,Living,1968.0
14850,Todd Blanding (Earth-616),Public,Good,Male,Deceased,1997.0
14851,Todd Casey (Earth-616),No Dual,Good,Male,Living,2005.0
14852,Todd Fields (Earth-616),Secret,Bad,Male,Living,1997.0
14853,Todd Flaminirezck (Earth-616),Secret,Bad,Male,Living,1992.0
14854,Todd Hunter (Earth-616),,Bad,Male,Living,1993.0
14855,Todd Keller (Earth-616),No Dual,Neutral,Male,Living,2010.0
14856,Todd Tremaine (Earth-616),No Dual,Neutral,Male,Living,1989.0
14857,Tode (Earth-616),No Dual,Bad,Male,Living,1976.0
14858,Todyquiel (Earth-616),Secret,Good,Male,Living,
14859,Togaro (Earth-616),Public,Bad,Male,Deceased,1943.0
14860,Tohil (Earth-616),,,Male,Living,2012.0
14861,Tohn-Bil (Earth-616),,Bad,Male,Living,1975.0
14862,Token (Earth-616),,,,Living,1995.0
14863,Tokk (Earth-616),,Bad,Female,Living,1998.0
14864,Tokkots (Earth-616),,Bad,Male,Living,1999.0
14865,Toko (Earth-616),Secret,Bad,Female,Living,1988.0
14866,Tolan (Earth-616),No Dual,Good,Male,Living,1949.0
14867,Tolaria (Earth-616),Public,,Female,Living,1975.0
14868,Toloc (Earth-616),,Bad,Male,Living,1966.0
14869,Tolomaq (Earth-616),Public,Bad,,Living,1985.0
14870,Tolometh (Earth-616),Secret,Bad,,Living,1995.0
14871,Tolor (Earth-616),Secret,Good,Male,Living,2012.0
14872,Tolos (Earth-616),Public,Good,Male,Deceased,
14873,Toltec (Earth-616),,Bad,Male,Living,2009.0
14874,Tom (EMT) (Earth-616),No Dual,Neutral,Male,Living,1939.0
14875,Tom Boldstep (Earth-616),,,Male,Living,2006.0
14876,Tom Brevoort (Earth-616),No Dual,Neutral,Male,Living,
14877,Tom Byrnes (Earth-616),No Dual,Neutral,Male,Living,1987.0
14878,Tom Clayton (Earth-616),No Dual,Bad,Male,Living,1947.0
14879,Tom Danger (Earth-616),Secret,Good,Male,Living,1942.0
14880,Tom Evans (Earth-616),Secret,Bad,Male,Deceased,1944.0
14881,Tom Fagan (Earth-616),Public,Good,Male,Living,1970.0
14882,Tom Garrett (Earth-616),Public,Bad,Male,Living,1945.0
14883,Tom Hendricks (Earth-616),No Dual,Bad,Male,Living,1946.0
14884,Tom Jeffers (Earth-616),Public,Good,Male,Living,1995.0
14885,Tom Metellus (Earth-616),Public,Bad,Male,Living,2002.0
14886,Tom Morgan (Earth-616),Secret,Bad,Male,Living,2001.0
14887,Tom Nakadai (Earth-616),Secret,,Male,Living,1990.0
14888,Tom Orzechowski (Earth-616),Public,Bad,,Living,1988.0
14889,Tom Powers (Earth-616),Public,Good,Male,Living,1942.0
14890,Tom Preston (Earth-616),Secret,Bad,Male,Deceased,1992.0
14891,Tom Privetire (Earth-616),No Dual,Neutral,Male,Living,1987.0
14892,Tom Regal (Earth-616),Secret,Bad,Male,Living,1967.0
14893,Tom Smith (Earth-616),Secret,Good,Male,Living,1964.0
14894,Tom Tojumi (Earth-616),Public,,Male,Living,1995.0
14895,Tom\u00e1s Aguado (Earth-616),Secret,Bad,Male,Living,1995.0
14896,Tom\u00e1s Ram\u00edrez (Earth-616),,Bad,Male,Living,1982.0
14897,Tom\u00e1s Ram\u00edrez (Earth-98121),,Bad,Male,Living,1999.0
14898,Tomas Delgado (Earth-616),No Dual,Good,Male,Living,1992.0
14899,Tomas Dlurga (Earth-616),Public,Good,Male,Living,2001.0
14900,Tomazooma (Manidoog God) (Earth-616),,Neutral,Male,Living,1968.0
14901,Tomazooma (Robot) (Earth-616),Public,Bad,,Deceased,1968.0
14902,Tomi Shishido (Earth-616),Secret,Bad,Male,Living,2004.0
14903,Tommie Boyd (Earth-616),,Good,Male,Living,1994.0
14904,Tommy (Earth-616),Public,,Male,Living,1964.0
14905,Tommy (Morlock) (Earth-616),Secret,Good,Female,Deceased,1986.0
14906,Tommy (Sleeper) (Earth-616),Secret,Good,Male,Living,1993.0
14907,Tommy Ng (Earth-616),,Bad,Male,Living,1994.0
14908,Tommy Reichert (Earth-616),,,Male,Deceased,2004.0
14909,Tommy Thumb (Earth-616),Secret,Bad,Male,Living,1941.0
14910,Tommy Tomkins (Earth-616),Public,,Male,Living,1966.0
14911,Tommy Tyme (Earth-616),Public,Good,Male,Living,1943.0
14912,Tommy Webster (Earth-616),,,Male,Living,1993.0
14913,Tommy Wilkins (Earth-616),Public,Neutral,Male,Living,1946.0
14914,Tomo Yoshida (Earth-616),Public,Bad,Male,Deceased,1970.0
14915,Tomothy (Earth-616),Secret,Good,Male,Living,2002.0
14916,Tonaja (Earth-616),Secret,,Female,Living,1998.0
14917,Tone-Def (Earth-616),,Bad,Male,Living,1990.0
14918,Tong (Moloid) (Earth-616),Secret,Good,Female,Living,2010.0
14919,Tongah (Earth-616),No Dual,Good,Male,Living,1970.0
14920,Tongar (Earth-616),,Neutral,Male,Living,1992.0
14921,Toni Moore (Earth-616),Public,,Female,Living,1995.0
14922,Toni Turner (Earth-616),Public,,Female,Living,1962.0
14923,Tony (Washington Heights) (Earth-616),Public,Neutral,Male,Living,2004.0
14924,Tony Conville (Earth-616),Public,Bad,Male,Living,1942.0
14925,Tony Falcone (Earth-616),,,Male,Living,1984.0
14926,Tony Masters (Earth-616),Secret,Neutral,Male,Living,1980.0
14927,Tony Masterson (Earth-616),Secret,Bad,Male,Deceased,1987.0
14928,Tony Reeves (Earth-616),,,Male,Living,1994.0
14929,Tony Robb (Earth-616),Public,Good,Male,Living,2002.0
14930,Tony Rome (Earth-616),,Bad,Male,Living,1982.0
14931,Tony Romeo (Earth-616),Public,,Male,Deceased,2006.0
14932,Tony Sloan (Earth-616),No Dual,Bad,Male,Living,1946.0
14933,Tony Stark 2.0 (Earth-616),Secret,Good,Agender,Living,2007.0
14934,Tony Trainer (Earth-616),,Bad,Male,Living,1993.0
14935,Toothgnasher (Earth-616),,Good,Male,Living,1976.0
14936,Toothgrinder (Earth-616),,Good,Male,Living,1976.0
14937,Top Man (Earth-616),,Bad,Male,Living,1970.0
14938,Topaz (Earth-616),No Dual,Good,Female,Living,1974.0
14939,Topeka (Earth-616),,Good,Male,Deceased,2011.0
14940,Topher (Earth-616),Secret,Bad,Male,Deceased,2003.0
14941,Torbert Octavius (Earth-616),No Dual,Bad,Male,Deceased,1993.0
14942,Torg (Agent of Frederick Dirkreich) (Earth-616),Secret,Bad,Male,Living,1990.0
14943,Torg the Abominable Snow-King (Earth-616),Secret,Bad,Male,Living,1972.0
14944,Torger (Earth-616),,Good,Male,Living,1969.0
14945,Torgo (Mekkan) (Earth-616),No Dual,Neutral,Male,Living,1969.0
14946,Torgo Nia (Earth-616),,Bad,Male,Living,1979.0
14947,Tori Raven (Earth-616),No Dual,Neutral,Female,Living,
14948,Torkon II (Earth-616),,Bad,Male,Living,1962.0
14949,Torla (Earth-616),Public,Good,Male,Living,1971.0
14950,Tornaga (Earth-616),Public,Good,Male,Living,1980.0
14951,Toro (Atlantean) (Earth-616),Public,Neutral,Male,Living,1940.0
14952,Toro Rojo (Earth-616),,,Male,Living,1979.0
14953,Toros (Skrull) (Earth-616),Secret,Bad,Male,Deceased,2008.0
14954,Torpedo (Agent of Crime-Wave) (Earth-616),,Bad,Male,Deceased,1969.0
14955,Torpedo Turner (Earth-616),Secret,Bad,Male,Deceased,1948.0
14956,Torque (Twisted Sisters) (Earth-616),,,Female,Living,2000.0
14957,Torr (Earth-616),Public,Bad,Male,Living,1961.0
14958,Torrak (Earth-616),,,Male,Living,1962.0
14959,Torran (Earth-616),Public,Good,Male,Living,2011.0
14960,Torrent (Earth-616),,,Female,Living,2007.0
14961,Torso (Earth-616),Secret,Bad,Female,Living,1984.0
14962,Torso (WWII) (Earth-616),,Bad,Male,Deceased,1943.0
14963,Torthar (Earth-616),,Good,Male,Deceased,1995.0
14964,Toru Tarakoto (Earth-616),Secret,Bad,Male,Deceased,1970.0
14965,Toshio Sasaki (Earth-616),Secret,,Male,Living,1991.0
14966,Toshiro Mikashi (Earth-616),No Dual,Neutral,Male,Living,1994.0
14967,Toshiro Monsoon (Earth-616),Public,,Male,Living,1968.0
14968,Totem (Mannite) (Earth-616),Secret,Good,Female,Living,1999.0
14969,Toto (Earth-616),Public,Bad,Male,Deceased,1953.0
14970,Touch (Earth-616),Secret,Bad,Female,Living,1988.0
14971,Touchstone (Earth-616),Public,Good,Female,Living,1994.0
14972,Touffe (Earth-616),Secret,Bad,Male,Living,1998.0
14973,Tough Love (Earth-616),Secret,Bad,Male,Living,1999.0
14974,Townshend Horgan (Earth-616),Secret,Bad,Male,Deceased,1965.0
14975,Toxin (Luminals) (Earth-616),Secret,,,Living,
14976,Toxin (Symbiote) (Earth-616),,Neutral,Agender,Living,2004.0
14977,Toxin (Underground Legion) (Earth-616),Secret,Good,Male,Living,1994.0
14978,Toy (Earth-616),No Dual,Bad,Male,Living,1976.0
14979,Trace Miller (Earth-616),No Dual,Neutral,Male,Living,1994.0
14980,Tracey Authier (Earth-616),Public,,Female,Living,1997.0
14981,Traci Fields (Earth-616),Public,,Female,Living,1992.0
14982,Tracy Burke (Earth-616),Public,Neutral,Female,Living,1977.0
14983,Tracy Collins (Earth-616),Public,Good,Female,Living,1990.0
14984,Tracy Skylark (Earth-616),Public,Good,Female,Living,2006.0
14985,Tracy Warner (Earth-616),Public,,Female,Living,1978.0
14986,Trader (Morlock) (Earth-616),Secret,,Male,Deceased,2002.0
14987,Tragg (Carnival) (Earth-616),Public,,Male,Living,1974.0
14988,Tragg (Earth-616),,Bad,Male,Living,1971.0
14989,Trajah (Earth-616),No Dual,Good,Male,Living,1939.0
14990,Tral (Earth-616),Secret,Bad,Male,Living,2008.0
14991,Tran Coy Manh (Earth-616),,Bad,Male,Deceased,1980.0
14992,TransHuman ROBot (Earth-616),,Neutral,,Living,1988.0
14993,Transfaser (Earth-616),Secret,Bad,Male,Living,1993.0
14994,Transformer (Earth-616),Secret,Bad,,Living,1981.0
14995,Transisto-Mech (Earth-616),Public,Good,,Living,2011.0
14996,Tranta (Earth-616),,Good,,Living,1991.0
14997,Trantor (Earth-616),,,Male,Living,1996.0
14998,Trapeze Trio (Earth-616),Secret,Bad,Male,Living,1941.0
14999,Travis (A.I.M.) (Earth-616),Secret,Bad,Male,Living,
15000,Travis Berkeley (Earth-616),No Dual,Good,Male,Living,1994.0
15001,Travis Butler (Earth-616),Public,Bad,Male,Deceased,2009.0
15002,Travis Hoyt (Earth-616),Secret,Bad,Male,Living,1969.0
15003,Travis Nevins (Earth-616),,,Male,Living,2009.0
15004,Travis Parham (Earth-616),Public,Good,Male,Living,2007.0
15005,Travis Slaine (Earth-616),Secret,Bad,Male,Living,1994.0
15006,Tre Owens (Earth-616),Secret,Good,Male,Living,2009.0
15007,Treefern (Earth-616),Public,Good,Female,Living,1984.0
15008,Tremmidur (Earth-616),Secret,Bad,Male,Living,1973.0
15009,Tremolo (Earth-616),Secret,Bad,Female,Living,1992.0
15010,Tremolo (Great Game) (Earth-616),Secret,Bad,Male,Living,2005.0
15011,Trenton Craft (Earth-616),Secret,Good,Male,Living,2007.0
15012,Trenton Sanders (Earth-616),Public,Bad,Male,Living,1994.0
15013,Trevor Chase (Earth-616),Public,Good,Male,Living,1996.0
15014,Trevor Cole (Earth-616),,Bad,Male,Deceased,1993.0
15015,Trevor Hawkins (Earth-616),Public,Good,Male,Living,2012.0
15016,Trey Rollins (Earth-616),Secret,Good,Male,Deceased,1999.0
15017,Tri-Animan (Earth-616),,Bad,Male,Deceased,1977.0
15018,Tri-Man (Earth-616),,Bad,Male,Living,1966.0
15019,Tri-Sentinel (Earth-616),No Dual,Bad,,Deceased,1990.0
15020,Triax (Monster) (Earth-616),Secret,Bad,Male,Deceased,1978.0
15021,Triax (New Man) (Earth-616),No Dual,Bad,Male,Living,1972.0
15022,Tribune (Tane) (Earth-616),Secret,,Male,Living,1993.0
15023,Tricephalous (Earth-616),Secret,,Male,Living,1961.0
15024,Tricolore (Yvette) (Earth-616),,Good,Female,Living,2000.0
15025,Trieste Rahn (Earth-616),,Bad,Female,Deceased,1994.0
15026,Trigger (Earth-616),Public,Bad,Male,Living,1946.0
15027,Trigger Bates (Earth-616),,Bad,Male,Living,1941.0
15028,Trigger Bolo (Earth-616),No Dual,Bad,Male,Deceased,1939.0
15029,Trigor (Earth-616),Public,,Male,Living,1994.0
15030,Trikon (Earth-616),Secret,Bad,Male,Living,1971.0
15031,Triphammer (Power Tools) (Earth-616),Secret,Bad,Male,Living,1990.0
15032,Triple Destruction (Earth-616),Secret,Bad,Male,Living,1943.0
15033,Triple-Iron (Earth-616),,Bad,Male,Living,1974.0
15034,Triplex (Earth-616),,Bad,,Living,1993.0
15035,Triploid Mutant (Artificial Mutant) (Earth-616),Secret,Neutral,Male,Deceased,2008.0
15036,Trish Bogart (Earth-616),,Good,Female,Living,1996.0
15037,Trista (Earth-616),Secret,Bad,Female,Living,1988.0
15038,Tristan (Earth-616),Public,Good,Male,Living,2000.0
15039,Tristan (Street Arabs) (Earth-616),Secret,Good,Male,Living,2007.0
15040,Tristram Micawber (Earth-616),Public,Bad,Male,Living,1989.0
15041,Tristram Oberbeck (Earth-616),,,Male,Living,1993.0
15042,Triton (Earth-616),No Dual,Good,Male,Living,1965.0
15043,Triton (Heroes Reborn) (Earth-616),,Good,Male,Living,1997.0
15044,Trittex (Earth-616),Public,Bad,Male,Living,1989.0
15045,Trixter (Earth-616),Secret,Bad,Male,Living,1987.0
15046,Trocero (Earth-616),No Dual,Good,Male,Living,1975.0
15047,Trogg (Earth-616),Public,,Male,Living,1976.0
15048,Troh-Maw (Earth-616),Secret,Bad,Male,Deceased,1992.0
15049,Trois (Earth-616),Secret,Bad,Female,Deceased,2002.0
15050,Trojak (Earth-616),Secret,Good,Male,Living,1940.0
15051,Troll (Deathwatch) (Earth-616),Secret,Bad,Male,Living,1992.0
15052,Troll Witch (Earth-616),,Bad,Female,Living,1994.0
15053,Trolls (Earth-616),,Bad,,Living,2004.0
15054,Tros (Earth-616),Public,,Male,Deceased,
15055,Troubleshooter (Earth-616),Secret,Bad,Female,Living,1993.0
15056,Troy Goddard (Earth-616),,Good,Male,Living,2005.0
15057,Troy Killkelly (Earth-616),Public,Neutral,Male,Deceased,2004.0
15058,Trucker (Earth-616),,,Male,Living,2006.0
15059,Trudy Kockenlocker (Earth-616),Public,Good,Female,Living,1995.0
15060,Truett Hudson (Earth-616),Secret,Bad,Male,Deceased,1991.0
15061,Trull (Earth-616),,Bad,Male,Living,1970.0
15062,Trump (Earth-616),Secret,Neutral,Male,Living,1987.0
15063,Trung Tuan (Earth-616),Secret,Bad,Male,Living,1967.0
15064,Truth (Earth-616),Secret,Bad,Female,Living,1991.0
15065,Truth MacRae (Earth-616),Secret,,Female,Deceased,2000.0
15066,Truthsayer (Earth-616),Secret,Good,Female,Deceased,1994.0
15067,Tryco Slatterus (Earth-616),Secret,Bad,Male,Living,1982.0
15068,Tryx (Earth-616),No Dual,Good,Male,Living,1973.0
15069,Tsar Sultan (Earth-616),Secret,Bad,Male,Living,2012.0
15070,Tserron (Earth-616),,Bad,Female,Deceased,1999.0
15071,Tsin Hark (Earth-616),Public,Bad,Male,Living,1993.0
15072,Tsu-Zana (Earth-616),Secret,Good,Female,Living,1996.0
15073,Tsukiyomi (Earth-616),,,Male,Deceased,2009.0
15074,Tu (Earth-616),Public,Good,Male,Living,1971.0
15075,Tu (Karel's Friend) (Earth-616),,Neutral,Male,Living,1998.0
15076,Tu-Ra-Bi-Ka (Impostor) (Earth-616),Secret,Bad,Male,Deceased,1943.0
15077,Tuan (Earth-616),,Neutral,Male,Living,1976.0
15078,Tuatola T'Tuana Timon (Earth-616),Secret,Bad,Male,Deceased,2004.0
15079,Tuc (Space Phantom) (Earth-616),Secret,Bad,Male,Living,1995.0
15080,Tucker (mutant) (Earth-616),No Dual,Neutral,Male,Living,
15081,Tudo Sokuto (Earth-616),Secret,Bad,Male,Living,1993.0
15082,Tudo Sukoto (Earth-616),,Bad,Male,Living,1993.0
15083,Tuesday Bird (Earth-616),Public,Neutral,Female,Living,1996.0
15084,Tuk (Earth-616),Public,Good,Male,Living,1941.0
15085,Tul'uth (Earth-616),,Bad,Male,Living,2010.0
15086,Tulayn (Earth-616),Secret,Good,Male,Living,1973.0
15087,Tulem (Earth-616),Public,Good,Male,Living,2009.0
15088,Tullamore Voge (Earth-616),Public,Bad,Male,Living,2000.0
15089,Tullk Ul-Zyn (Earth-616),,,Male,Deceased,2006.0
15090,Tumbler (Hobgoblin) (Earth-616),Secret,Bad,Male,Living,2013.0
15091,Tumbler (Spider-Squad) (Earth-616),,,,Living,1977.0
15092,Tumbleweed (Earth-616),Public,Good,Male,Living,1949.0
15093,Tumbling Turners (Earth-616),Public,Bad,Male,Living,1962.0
15094,Tumult (Earth-616),Secret,Good,Female,Living,
15095,Tundra (Earth-616),Public,Bad,,Living,1983.0
15096,Tung Rapongan (Earth-616),Secret,Bad,Male,Living,1991.0
15097,Tungsten (Element) (Earth-616),,Bad,,Living,1997.0
15098,Tuoks'enhaamin (Earth-616),,,,Living,1980.0
15099,Tupac Amaru (Earth-616),Secret,Good,Male,Living,1994.0
15100,Tupat (Earth-616),No Dual,Neutral,Male,Living,1939.0
15101,Turac (Earth-616),No Dual,Bad,Male,Deceased,1973.0
15102,Turalla (Earth-616),Public,Bad,Male,Living,1971.0
15103,Turg (Moloid) (Earth-616),Secret,Good,Male,Living,2010.0
15104,Turghol (Earth-616),Public,,Male,Living,1973.0
15105,Turgo (Earth-616),Secret,Bad,Male,Deceased,1940.0
15106,Turhan Barim (Earth-616),Public,Good,Male,Living,1975.0
15107,Turk Barrett (Earth-616),Public,Bad,Male,Living,1970.0
15108,Turmoil (Avatars) (Earth-616),Secret,Bad,Male,Living,1994.0
15109,Turner (Earth-616),,Bad,Male,Deceased,2008.0
15110,Turoq (Earth-616),,Good,Male,Living,1984.0
15111,Turtle (Earth-616),Secret,Bad,Male,Living,1948.0
15112,Tus-Katt (Earth-616),Public,,Male,Living,1987.0
15113,Tusk (Earth-616),Secret,Bad,Male,Living,1991.0
15114,Tut-Ak-Mun (Earth-616),Public,Bad,Male,Deceased,1948.0
15115,Tuta (Earth-616),,Good,Female,Living,1940.0
15116,Tutinax (Earth-616),Secret,Bad,Male,Living,1977.0
15117,Tuumar (Earth-616),,Bad,Male,Living,1974.0
15118,Tuurgid (Earth-616),,Bad,Male,Living,1994.0
15119,Tuval (Earth-616),,Bad,Male,Living,1971.0
15120,Tuvia (Earth-616),No Dual,Neutral,Female,Living,1971.0
15121,Tuzun Thune (Earth-616),Secret,Bad,Male,Living,1995.0
15122,Tweedledope (Earth-616),,,Male,Living,1984.0
15123,Twelve (Carl) (Earth-616),Secret,Bad,Male,Living,1995.0
15124,Twist Staley (Earth-616),Secret,Bad,Male,Deceased,1954.0
15125,Twit (Android) (Earth-616),Secret,Bad,,Living,1991.0
15126,Twitchy (Earth-616),Secret,Good,Male,Living,2009.0
15127,Two-Headed Thing (Earth-616),Secret,Bad,Male,Living,1962.0
15128,Two-Legged Rat (Earth-616),Secret,Bad,Male,Living,1989.0
15129,Two-ton (Earth-616),,Good,Male,Living,2011.0
15130,Tybalt (Microverse) (Earth-616),No Dual,Neutral,Male,Living,1981.0
15131,Tyg'r (Earth-616),,Bad,Male,Living,1973.0
15132,Tyler Bridge (Earth-616),No Dual,Good,Male,Living,2009.0
15133,Tyler Meagher (Earth-616),Public,Neutral,Female,Living,1990.0
15134,Tyler Nixon (Earth-616),Public,Neutral,Male,Living,2003.0
15135,Tyler Smithson (Earth-616),Secret,Bad,Male,Living,2010.0
15136,Tyler Stuart (Earth-616),Public,Good,Male,Living,1972.0
15137,Tyndar (Earth-616),Secret,Bad,Male,Living,1992.0
15138,Tyno (Earth-616),,Bad,Male,Living,1997.0
15139,Typhon (Earth-616),Public,Bad,Male,Living,1968.0
15140,Typhoon (Lost Generation) (Earth-616),Secret,Bad,Male,Deceased,2000.0
15141,Tyr (Magistrate) (Earth-616),,Bad,Male,Living,1988.0
15142,Tyr Odinson (Earth-616),Secret,Bad,Male,Deceased,1962.0
15143,Tyr of the Blinding Blade (Earth-616),Secret,Good,Male,Living,1966.0
15144,Tyrak (Earth-616),No Dual,Bad,Male,Living,1976.0
15145,Tyrannix the Abominoid (Legion Personality) (Earth-616),Secret,Neutral,Male,Living,2013.0
15146,Tyrannus Cordin (Earth-616),Public,Bad,Male,Living,1991.0
15147,Tyrant (Earth-616),Secret,Bad,Male,Deceased,1993.0
15148,Tyree Robinson (Earth-616),Public,Good,Male,Living,2010.0
15149,Tyreseus (Earth-616),Public,Neutral,Male,Deceased,1985.0
15150,Tyro (Earth-616),Public,Good,Male,Living,2008.0
15151,Tyrone (Reapers) (Earth-616),Public,Bad,Male,Living,1986.0
15152,Tyrone Johnson (Earth-616),Secret,Good,Male,Living,1982.0
15153,Tyrone Owlsley (Earth-616),No Dual,Good,Male,Living,1981.0
15154,Tyros (Earth-616),Public,Bad,Male,Deceased,1979.0
15155,Tyros (Heroes Reborn) (Earth-616),,Bad,Male,Living,1997.0
15156,Tyrr (Earth-616),Public,Neutral,Male,Living,1972.0
15157,Tyrus Krill (Earth-616),Public,Good,Male,Living,2001.0
15158,Tzadqiel (Earth-616),Secret,Good,Male,Living,1994.0
15159,U'Sr'Pr (Earth-616),,Bad,Male,Living,1989.0
15160,UFO (Alien) (Earth-616),Secret,Neutral,Male,Living,1957.0
15161,Ualu (Earth-616),Secret,Neutral,Male,Living,1990.0
15162,Uatu (Earth-616),Public,Good,Male,Deceased,1963.0
15163,Uatu (Heroes Reborn) (Earth-616),,,Male,Deceased,1997.0
15164,Uatu Jackson (Earth-616),Public,Neutral,Male,Living,2011.0
15165,Uber-Machine (Earth-616),Secret,Bad,Male,Living,2003.0
15166,Uchio Tanaka (Earth-616),Secret,Neutral,,Living,1993.0
15167,Ud (Earth-616),No Dual,Good,Male,Deceased,
15168,Udarnik (Earth-616),Secret,Neutral,Agender,Living,
15169,Ugarth (Xartan) (Earth-616),,Bad,Male,Living,1963.0
15170,Uglitha (Earth-616),,Bad,Female,Living,1986.0
15171,Ugly John (Earth-616),,Neutral,Male,Deceased,2001.0
15172,Ukaki (Earth-616),Secret,Neutral,,Living,1953.0
15173,Ukko (Earth-616),,,Male,Living,1980.0
15174,Ul-Uhar (Earth-616),Secret,Neutral,Male,Deceased,2010.0
15175,Ula (Earth-616),,Neutral,Female,Living,1966.0
15176,Ulagg (Earth-616),,Good,Male,Living,1989.0
15177,Ulan Bator (Earth-616),Public,Bad,Male,Deceased,1940.0
15178,Ulana (Earth-616),,,Female,Living,
15179,Ularic (Earth-616),,Good,Male,Living,1965.0
15180,Ulbrecht Arzt (Earth-616),Secret,Bad,Male,Deceased,1941.0
15181,Ulek (Earth-616),,Bad,Male,Living,1997.0
15182,Ulgen (Earth-616),,,Male,Living,1980.0
15183,Ulik (Earth-616),Public,Bad,Male,Deceased,1967.0
15184,Ulla (Earth-616),Secret,Bad,Female,Living,1973.0
15185,Uller (Earth-616),Public,Good,Male,Living,1965.0
15186,Ullikummis (Earth-616),,Bad,Male,Living,1991.0
15187,Ulluxy'l Kwan Tae Syn (Earth-616),,Bad,Male,Living,1975.0
15188,Ulrich Kuster (Earth-616),Secret,Bad,Male,Deceased,1941.0
15189,Ultima Wordman (Earth-616),Public,Bad,Female,Living,1980.0
15190,Ultimate Nullifier (Teen Brigade) (Earth-616),Public,Good,Male,Living,2011.0
15191,Ultimaton (Earth-616),Secret,Good,Male,Living,2003.0
15192,Ultimator (Earth-616),Secret,Bad,,Living,1999.0
15193,Ultimo (Earth-616),,Bad,Male,Living,1966.0
15194,Ultra-Adaptoid (Earth-616),,Bad,,Living,2007.0
15195,Ultrana (Earth-616),,Bad,Female,Living,1967.0
15196,Ultron (Earth-616),No Dual,Bad,Male,Deceased,1968.0
15197,Ultron (Heroes Reborn) (Earth-616),Public,Bad,Male,Living,1996.0
15198,Ultron V (Onslaught Reborn) (Earth-616),Public,Bad,,Living,2007.0
15199,Ulysses (Pantheon) (Earth-616),Secret,,Male,Deceased,1993.0
15200,Ulysses Abboud (Earth-616),,Bad,Male,Deceased,1969.0
15201,Ulysses Archer (Earth-616),Secret,Good,Male,Living,1983.0
15202,Ulysses Bloodstone (Earth-616),Secret,Neutral,Male,Deceased,1960.0
15203,Ulysses Dragonblood (Earth-616),Secret,Good,Male,Living,1998.0
