Name,Identity,Alignment,Gender,Status,Year
Siobhan ,No Dual,Neutral,Female,Living,1992
Sir Galahad ,Public,Good,Male,Living,1955
Sir Gawain ,Public,Good,Male,Living,1955
Sir Gote ,Secret,Good,Male,Living,1988
Sir Henry ,Secret,Good,Male,Deceased,2006
Sir Hogg ,Secret,Good,Male,Living,1978
Sir Lancelot ,Public,Good,Male,Living,1955
Sir Percy of Scandia ,Public,Good,Male,Deceased,1955
Sir Ram ,Secret,Good,Male,Living,1972
Sir Raston ,Public,Bad,Male,Living,1992
Sir Ursus ,Secret,Good,Male,Living,1988
Sir William ,Secret,Good,Male,Deceased,2006
Sir Wulf ,Secret,,Male,Deceased,1998
Sire Hate ,Secret,Neutral,,Living,1991
Siren ,Secret,,Female,Living,1980
Siren ,Secret,Neutral,Female,Living,1986
Siri ,,,Female,Living,2011
Siri ,Secret,Bad,Female,Deceased,2008
Siri Ullall ,Secret,Good,Female,Deceased,2011
Sirius ,Public,Bad,Male,Deceased,1984
Sirocco ,Secret,,Male,Living,1991
Sister Nil ,,Bad,Female,Living,1993
Sister Saint ,Secret,Bad,Female,Deceased,1974
Sister Salvation ,Secret,,Female,Living,1989
Sisyphus ,Public,,Male,Living,1994
Six ,,Good,Male,Living,1980
Six-Gun Kid ,Secret,Bad,Male,Living,2005
Sixth Light ,No Dual,Neutral,Male,Living,2011
Skaar ,No Dual,Good,Male,Living,2008
Skaarn ,Secret,Bad,Male,Living,
Skabgagg ,No Dual,Neutral,Male,Deceased,
Skadi ,Secret,Good,Female,Living,
Skagerackrakor ,,,,Living,
Skagg ,,Bad,Male,Living,1964
Skar ,Secret,Bad,Male,Living,1994
Skarabrous the Stalker,,,Male,Living,2001
Skarla ,,Good,Female,Living,1996
Skee ,Public,Bad,Male,Living,2008
Skeggjold ,,Good,Female,Living,
Skeletron ,Secret,Bad,Male,Living,1993
Skera ,Public,Good,Female,Deceased,1983
Sketch ,Secret,Good,Female,Living,2000
Skin-Bender ,Public,Bad,Female,Living,2009
Skinner ,No Dual,Neutral,Male,Living,2010
Skinner ,,Bad,Male,Living,1992
Skinsmith ,Secret,Neutral,,Living,2013
Skip McCoy ,Public,Good,Male,Living,1948
Skipper ,Secret,Bad,Male,Living,2011
Skirn ,Public,Bad,Female,Living,2011
Skitter ,Secret,Good,Female,Living,1993
Skitter ,Secret,Bad,Male,Living,1993
Skitz ,Secret,,Female,Living,2004
Skoll ,Secret,Bad,Male,Living,1964
Skornn ,Secret,Bad,Male,Living,2004
Skottie Hightower ,,,Male,Living,1985
Skoval ,,,Male,Living,1976
Skragg ,Secret,Bad,Male,Deceased,1973
Skrang ,,Bad,Male,Living,1964
Skreeal ,,,Male,Living,1990
Skreet ,,Bad,Female,Living,1995
Skritch ,,Bad,Female,Living,1996
Skrull ,Secret,Bad,Male,Deceased,2008
Skrull Prime ,,Bad,Male,Deceased,1991
Skrull-X ,Secret,Bad,Male,Living,1979
Skuld ,No Dual,Good,Female,Living,1964
Skull ,Secret,Bad,Male,Living,
Skull-Face ,,Bad,Male,Living,1952
Skull-Jacket ,Secret,Bad,Male,Living,1996
Skullbuster ,Secret,Bad,Male,Living,1988
Skullbuster ,Secret,Bad,Female,Living,2002
Skullcrasher ,Secret,Bad,Male,Living,1992
Skulveig ,Public,Bad,Male,Living,1993
Skunge ,,Bad,Male,Living,1985
Skunk Ape ,Secret,Neutral,Male,Living,2012
Skurge ,Secret,Bad,Male,Deceased,1964
Skurge ,Secret,Bad,Male,Living,1997
Sky Song ,Secret,Bad,Female,Living,2009
Sky-Walker ,,,Male,Living,
Sky-Walker ,Secret,Neutral,Male,Living,1975
Skye ,Public,Good,Female,Deceased,1995
Skyler Wolf ,Secret,,Male,Living,1984
Skyline Killer ,Secret,Bad,Male,Deceased,1995
Skywalker ,,,,Living,2002
Sl'gur't ,Public,Bad,Female,Deceased,1991
Slade ,,,Male,Living,1964
Slade Evans ,,Bad,Male,Living,1965
Slag ,,Bad,Male,Living,2007
Slag ,Secret,Good,Male,Living,
Slagg ,,,Male,Living,1966
Slaggnbir ,,Bad,Male,Deceased,1986
Slagmire ,Public,Bad,Male,Living,1990
Slaine ,Secret,,Male,Living,1992
Slambeaux ,Secret,Bad,,Living,1991
Slash ,Secret,Bad,Female,Living,1984
Slasher ,Secret,Bad,Male,Living,1971
Slasher ,Secret,Bad,Male,Living,1987
Slasher ,Secret,Bad,Male,Deceased,
Slate ,,Bad,Male,Living,1943
Slaughter ,Secret,Bad,Male,Deceased,2002
Slaughter Boy ,Secret,Bad,Male,Deceased,1994
Slave Master ,Secret,Bad,Male,Living,1969
Slaymaster ,Secret,Bad,Male,Deceased,1977
Sledge ,Secret,,Male,Living,1996
Slee ,No Dual,Neutral,Male,Living,1969
Sleeping Mist ,Secret,Bad,Male,Living,2010
Sleepwalker ,Secret,Good,Male,Living,1991
Sleepy Eyes ,,Neutral,Male,Living,1957
Sleipnir ,,Good,Male,Living,1978
Slick ,No Dual,Bad,Male,Living,1939
Slick Warner ,,Bad,Male,Living,1943
Slider ,Secret,Bad,Male,Living,1987
Slifer ,Secret,Bad,Male,Living,1974
Sligguth ,Secret,Bad,,Living,1972
Slim Smith ,Public,Good,Male,Living,1948
Slime ,Secret,,Male,Living,1994
Slips ,Secret,Neutral,Female,Living,
Slitherogue ,,Bad,Male,Living,1976
Slithgarn ,Secret,,Male,Living,1982
Sliver ,Secret,Good,Male,Living,
Sloan Alden ,Secret,Bad,Male,Living,1996
Sloane Chase ,Public,,Male,Living,1994
Slorioth ,Secret,Bad,Male,Living,1995
Slototh ,,Bad,,Living,1999
Slough ,Secret,Bad,Male,Living,2007
Slug ,,Good,,Deceased,1995
Slug ,,,,Living,1941
Slug ,No Dual,Bad,Male,Living,1939
Slug ,Public,Good,Female,Deceased,1979
Slug Gundy ,Public,Bad,Male,Deceased,1942
Slugger Johnson ,,,,Living,1973
Slugger Sokolowski ,Public,,Male,Living,1962
Slugger Sykes ,,Neutral,Male,Deceased,1967
Sluice ,,Bad,Male,Living,
Sluj ,,Bad,,Living,1990
Smartship Friday ,Public,Good,,Living,1984
Smasher ,Secret,Bad,Male,Living,1977
Smasher 10 ,Secret,Good,Male,Living,
Smasher 11 ,Secret,Good,Male,Living,
Smasher 12 ,Secret,Good,Female,Living,
Smasher III ,Public,Neutral,Male,Deceased,2009
Smasher VI ,Secret,Good,Male,Living,
Smathers ,,,Male,Living,1964
Smedley Kornfeld ,Secret,Neutral,Male,Deceased,
Smell ,Secret,Bad,Female,Living,1988
Smicky ,Public,Neutral,Male,Living,2010
Smith ,,,Male,Living,1964
Smith ,Secret,Good,Male,Living,1993
Smith ,Secret,Bad,Male,Living,2005
Smith ,,,Female,Living,1965
Smithy ,Secret,Bad,Male,Deceased,2012
Smitty ,No Dual,Good,Male,Deceased,2002
Smoke ,Secret,Bad,Male,Deceased,2001
Smoke Scream ,,Bad,Female,Living,1992
Smokescreen ,,Bad,Female,Living,1998
Smokey ,Public,Good,Male,Living,1955
Smyt ,Public,Bad,Male,Living,
Smythe ,Secret,Bad,Male,Living,1984
Sn'Tlo ,Secret,Bad,Male,Living,1998
Snagg ,,Bad,Male,Living,1996
Snaggi ,No Dual,Bad,Female,Living,
Snakar ,,Bad,Male,Living,1974
Snake ,Secret,,Male,Living,1988
Snake Dance ,,Neutral,Male,Living,1973
Snake Fang ,Public,Bad,Male,Deceased,1954
Snake Lady of Sinyong ,Public,Bad,Female,Deceased,1954
Snake Wilson ,Public,Bad,Male,Living,1948
Snake-Eye Smith ,Public,Bad,Male,Living,1943
Snake-Eyes ,,,,Living,1984
Snap ,Secret,Bad,Male,Deceased,1986
Snarrrdax ,Public,Bad,Male,Living,
Snatos ,No Dual,Bad,Male,Living,1974
Snaykar ,Public,Bad,Male,Living,1976
Sneak Thief ,Secret,Bad,Female,Living,1994
Sneedge ,No Dual,Good,Male,Living,
Snipe Gooligan ,Public,Good,Male,Living,1946
Sniper ,Secret,Bad,Male,Living,1967
Snipes ,Public,,Male,Living,1998
Snitch ,Secret,Good,Male,Living,1985
Snoop ,Secret,Neutral,Male,Living,1993
Snot ,Secret,Bad,Male,Living,
Snotri ,Public,Bad,Male,Living,1987
Snow Queen ,Secret,Good,Female,Living,2007
Snowball ,Secret,Bad,Male,Deceased,1945
Snowblind ,,Bad,Male,Living,1991
Soapbox ,,Good,Male,Living,2011
Soapy ,Public,Good,Male,Living,1955
Soar ,,Good,Male,Living,1990
Social Butterfly ,Secret,Good,Female,Living,2005
Socko Swenski ,Public,Good,Male,Living,1952
Socrates ,Public,,Male,Living,1998
Socus ,No Dual,Bad,Male,Living,1993
Sodium ,,Bad,,Living,1997
Sofia Alvarez ,Public,Good,Female,Living,2010
Sofia Corazon ,,Good,Female,Deceased,2004
Sofia Mantega ,Secret,Good,Female,Living,2003
Sofia di Cosimo ,,,Female,Living,2011
Soja ,Public,,Female,Deceased,1973
Sojobo-Tengu ,Secret,Neutral,Male,Living,2013
Sol Brodsky ,Public,Neutral,Male,Living,1968
Sol Brodstroke ,Secret,Bad,Male,Living,1987
Sol Harriman ,Secret,Bad,Male,Living,1943
Solace ,,Neutral,Male,Living,1980
Solaise ,Public,,Female,Living,1986
Solam ,,,,Deceased,1968
Solar Wind ,Secret,Neutral,Female,Living,1992
Soldier One ,Secret,Good,Male,Living,2012
Solemne Brannex ,Public,Neutral,Female,Living,1995
Solidus Scriggles ,Public,Good,Male,Living,1941
Solitaire ,Secret,Good,Female,Living,1985
Solomon Kane ,Public,Good,Male,Living,1973
Solomon O'Sullivan ,Public,Neutral,Male,Deceased,2002
Solomon Prey ,Secret,Bad,Male,Living,1990
Solomus ,No Dual,Good,Male,Living,1982
Solon Stabilizer ,Public,Neutral,Female,Living,1981
Solveig ,Public,Good,Female,Living,1984
Sombra ,Secret,Bad,Female,Living,1978
Sombre ,,Bad,Male,Deceased,1974
Somnambulist ,Secret,Bad,Male,Living,1994
Somnus ,Public,,,Living,2007
Somon ,Public,,,Living,1985
Son ,,Bad,Male,Deceased,2010
Son of Satan ,Secret,Bad,Male,Living,1950
Sonar ,Secret,Neutral,Male,Living,1993
Sondra Brandenberg ,,Good,Female,Living,2002
Sondra Burgos ,Public,Good,Female,Living,2002
Sonny Baredo ,Secret,Neutral,Male,Living,2001
Sonny Bean ,Public,,Male,Deceased,2002
Sonny Caputo ,Public,,Male,Deceased,2002
Sonny Fenton ,Secret,Bad,Male,Living,1946
Sonny Tremont ,,,Male,Living,1981
Sonya Tolsky ,Secret,Good,Female,Living,1983
Sonya van Jagt ,,Good,Female,Living,2006
Soong ,Public,,Male,Living,1990
Sooraya Qadir ,Secret,Good,Female,Living,2002
Soothsayer ,Secret,Bad,Male,Living,1941
Sophia Sanduval ,Public,Good,Female,Living,2011
Sophie Cuckoo ,Secret,Good,Female,Deceased,2001
Sophie Grimm ,,Neutral,Female,Deceased,1993
Sophie Lund ,Public,Good,Female,Living,1982
Sorrentino ,Public,,Female,Living,1997
Sorrow ,Secret,Good,Female,Living,1998
Soteira ,Secret,Neutral,Female,Deceased,
Soul Skinner ,Secret,Bad,Male,Deceased,1993
Soul Slug ,Secret,Bad,Agender,Living,1994
Soul-Beast ,No Dual,Bad,,Deceased,1975
Soul-Drinker ,Secret,Bad,,Living,1977
Soul-Strangler ,Secret,Bad,Male,Living,1976
Soulstriker ,,Bad,Male,Living,2008
Sound ,Secret,Bad,Male,Living,1988
Soundscream ,Public,Bad,Male,Deceased,1985
Sourass ,No Dual,Neutral,Male,Living,
Source ,Secret,Neutral,Male,Living,1996
Southpaw ,Secret,Bad,Male,Living,1989
Southside ,,Bad,,Living,1986
Sovel Redhand ,Public,Bad,Male,Living,2009
Spa-fon and Squa-tront ,,Good,Male,Living,2006
Space Monster ,Secret,Bad,,Living,1949
Space Phantom ,,,Male,Living,1963
Spacker Dave ,,Good,Male,Living,2000
Spad McCracken ,,Good,Male,Living,1973
Spade Brown ,No Dual,Bad,Male,Living,1948
Spade Desmond ,,Bad,Male,Living,1962
Spark ,Secret,Bad,Male,Living,
Sparkles Labelle ,Public,Bad,Female,Living,1947
Sparky the Lightning Kid ,,Good,Male,Living,1993
Spasm ,Secret,Bad,Male,Living,1985
Spat ,Secret,Neutral,Female,Living,1997
Spawn of the Witch Queen ,Secret,Bad,Male,Deceased,1942
Spear ,Secret,Bad,Male,Living,1991
Specs ,,Neutral,Male,Living,2009
Spectacles ,Secret,Bad,Male,Living,1947
Speedo ,,Bad,Male,Living,1988
Speedo ,,Neutral,Male,Living,1986
Spence Williams ,Public,Good,Male,Living,2002
Spencer Bronson ,,Bad,Male,Living,2004
Spencer Keen ,Secret,Good,Male,Living,1940
Spencer Smythe ,No Dual,Neutral,Male,Deceased,1965
Sphinx Hechel ,,Bad,Male,Deceased,1941
Sphinxor ,Public,,Male,Living,1975
Spider ,Public,Bad,Male,Deceased,1955
Spider God ,Secret,Bad,,Deceased,1954
Spider-Man ,Secret,Good,Male,Living,1962
Spider-Mech ,,Good,Male,Living,2007
Spiderman ,Secret,Bad,Male,Deceased,1946
Spike ,,Bad,,Living,1989
Spike ,Secret,,Male,Deceased,2001
Spike ,Secret,,Male,Living,1994
Spike ,Secret,Good,,Living,1971
Spike Green ,No Dual,Bad,Male,Living,1940
Spikey ,,Bad,Male,Living,1998
Spinach ,Secret,Bad,Male,Living,2003
Spinner ,Known to Authorities,Good,Female,Living,2008
Spinneret ,Secret,,,Living,1995
Spinnerette ,,Neutral,Female,Living,1981
Spirit of Christmas ,Secret,Good,Male,Living,1991
Spiro Agnew ,Public,Neutral,Male,Living,1970
Spit ,Secret,Bad,Male,Living,1988
Spite ,,Bad,Female,Living,1996
Spitfire ,Secret,Bad,,Living,1993
Splatter Gomorrah ,No Dual,Neutral,Male,Living,2002
Splice ,Secret,Bad,Male,Living,1991
Splitlip ,Public,Good,Male,Living,2011
Spoiler ,Secret,Bad,Male,Living,1994
Spoilsport ,Secret,Neutral,Female,Living,1999
Sponge ,Secret,Neutral,Female,Living,1993
Spook ,Secret,Bad,Male,Living,1995
Spore ,Secret,Bad,Male,Living,1990
Sporr ,Public,Neutral,,Living,1960
Sporr ,,Neutral,,Living,1977
Sporr ,Public,Good,Male,Living,1994
Spot ,,Good,Male,Living,1940
Spragg ,,Bad,Male,Living,1961
Sprint ,,Bad,Male,Living,1990
Sprite ,Public,Good,Male,Deceased,1977
Spud ,Secret,Bad,Male,Deceased,2002
Spunje ,Public,Good,Male,Living,2000
Sputnik ,,,,Living,2011
Spyder ,Secret,Bad,Male,Living,1988
Spymaster ,Secret,Bad,Male,Living,1971
Spymaster ,Secret,Bad,Male,Living,1971
Spyne ,,Bad,Male,Deceased,1994
Squid ,,Bad,Male,Living,1989
Squid ,Public,Bad,Male,Living,1989
Squid ,Secret,Bad,Male,Living,
Squid ,Public,Bad,Male,Living,1989
Squid ,Secret,Bad,Male,Living,1949
Squint Johnson ,Public,Bad,Male,Deceased,1948
Squire ,Secret,Good,Male,Deceased,2000
Squire Bones ,Public,Bad,Male,Living,1949
Squire Gulo ,Secret,Good,Male,Living,2008
Squorm ,Secret,Neutral,Male,Living,2002
Sro-Himm ,,Bad,Male,Living,1975
Sserpo ,Public,Bad,Male,Living,1961
Ssith ,Public,Bad,Male,Living,1992
Ssrov ,Public,Bad,Male,Living,2008
Sssesthugar ,,Bad,Male,Deceased,1975
St. George ,Secret,Good,Male,Deceased,2008
St. George ,Secret,Good,Male,Living,2008
St. John Allerdyce ,Secret,Neutral,Male,Living,1981
St. Johnny ,No Dual,,Male,Deceased,1991
Staak ,,Bad,Female,Living,2002
Stacey Kramer ,Secret,Good,Female,Living,1998
Stacey Yorkes ,Public,Bad,Female,Deceased,2003
Stacy Arnheim ,Secret,Good,Female,Living,1992
Stacy Dolan ,Public,Good,Female,Living,1990
Stalax ,,Good,Male,Living,1983
Stalker ,,,Male,Living,1990
Stallion of Doom ,,,Male,Living,1966
Stallior ,Public,Bad,Male,Living,1968
Stampede ,Secret,Bad,Female,Living,1995
Stan Collins ,,Good,Male,Living,2002
Stan Finley ,No Dual,,Male,Living,2005
Stan Lee ,No Dual,Good,Male,Living,1963
Stanley Carter ,Secret,Bad,Male,Deceased,1985
Stanley Dee ,No Dual,Good,Male,Living,1942
Stanley George Johnson ,Secret,Neutral,Male,Living,1984
Stanley Hardy ,No Dual,Neutral,Male,Living,1999
Stanley Hathaway ,,Good,Male,Deceased,1998
Stanley Klein ,No Dual,Good,Male,Deceased,2000
Stanley Osborn ,No Dual,Neutral,Male,Living,2010
Stanley R. Stanley ,Public,,Male,Living,1978
Stanley Stewart ,Secret,Bad,Male,Deceased,2011
Stansky ,,,Male,Living,1964
Star ,,Good,,Living,1991
Star ,Secret,Good,Male,Living,2012
Star Child ,Secret,Neutral,,Living,2010
Star Sign ,Secret,Good,Female,Living,2008
Starbolt ,Secret,Neutral,Male,Deceased,1977
Starbolt II ,Secret,Good,,Living,2010
Starchild ,Secret,Bad,,Living,1979
Stare ,Secret,Bad,Male,Deceased,2011
Starkad ,,Good,,Living,1986
Starko Schumzianaqo ,Secret,Bad,Male,Living,1999
Starktech 9 ,,Good,Male,Deceased,2007
Starky ,Public,,,Living,1982
Starr ,,Good,Male,Living,1970
Starr Ryder ,Public,Good,Female,Living,1951
Starra ,Secret,Bad,Female,Living,1947
Startanious ,No Dual,Neutral,,Living,1994
Static ,Secret,Bad,Female,Deceased,2000
Static ,Secret,Neutral,Male,Living,1993
Status Quo ,Secret,Bad,Male,Living,1980
Steed ,Secret,Good,Male,Deceased,1997
Steel ,Public,Good,Male,Living,
Steel Collar ,Secret,Bad,Male,Living,1994
Steel Harris ,Public,Bad,Male,Living,1976
Steel Kommando ,Secret,,,Living,1984
Steel Serpent ,Public,Good,Male,Living,1975
Steel Serpent ,Public,Bad,Male,Deceased,1975
Steel-Fist ,,Bad,Male,Living,1990
Steele Fitzpatrick ,Secret,Neutral,Male,Living,1997
Steeley ,Public,Bad,Male,Living,1946
Steelshot ,Public,Bad,,Living,1985
Steeplejack ,Secret,Bad,Male,Living,
Stefan Halpern ,Secret,Bad,Male,Living,1944
Stefan of Symkaria ,Public,Good,Male,Living,1994
Stefanya Melnikova ,Secret,Neutral,Female,Deceased,2004
Stegor ,Secret,Good,Male,Living,1973
Steinbeck ,Secret,Bad,Male,Deceased,2003
Stella ,Public,Neutral,Female,Living,2004
Stella Webb ,No Dual,Bad,Female,Deceased,
Stellarax ,,,Male,Living,1978
Stellaris ,Secret,Bad,Female,Living,1990
Stem ,Secret,Bad,Male,Living,1998
Stem Cell ,Secret,Good,Female,Living,2005
Stencil ,Secret,Good,Female,Living,1992
Stenth ,,,Male,Living,1996
Stephan Szardos ,Public,,Male,Deceased,1980
Stephanie Bradley ,Public,Good,Female,Living,2003
Stephanie Briggs ,Public,,Female,Living,1995
Stephanie De La Spiroza ,Public,Good,Female,Living,1965
Stephanie Gerard ,,Bad,Female,Deceased,2011
Stephanie Hunter ,Public,Good,Female,Living,1980
Stephen Beckley ,Public,Good,Male,Living,1987
Stephen Colbert ,Public,Good,Male,Living,2008
Stephen Loss ,Public,Good,Male,Living,1994
Stephen Marchesi ,Public,,Male,Deceased,1976
Stephen Morgan ,Secret,Bad,Male,Deceased,1940
Stephen Strange ,,Bad,Male,Living,1992
Stephen Strange ,Public,Good,Male,Living,1963
Stephen Weems ,Secret,Bad,Male,Living,1977
Steppin' Razor ,Secret,Bad,Male,Living,1994
Sterilon ,No Dual,Good,Male,Living,
Sterling ,,Good,Male,Living,2000
Stern ,Secret,Bad,Male,Living,1992
Steve ,No Dual,Good,Male,Living,1939
Steve ,,Good,Male,Deceased,2011
Steve Bronson ,Public,Good,Male,Living,1961
Steve Caidin ,Secret,,Male,Living,1992
Steve Cochrane ,Secret,Good,Male,Living,2006
Steve Enkel ,No Dual,Bad,Male,Deceased,1939
Steve Gerber ,Public,Good,Male,Living,1975
Steve Hardy ,No Dual,Neutral,Male,Living,1940
Steve Hopkins ,Public,Good,Male,Living,1979
Steve Jackson ,,Good,Male,Deceased,1979
Steve Jacobs ,,,Male,Living,1996
Steve Rand ,Public,Bad,Male,Deceased,1974
Steve Rubino ,,,Male,Living,1991
Steve Strong ,Public,Bad,Male,Living,1943
Steve Wildfire ,,,Male,Living,
Steven ,Public,Neutral,Male,Deceased,1999
Steven Caccone ,Public,Neutral,Male,Deceased,1974
Steven Coffin ,Public,Good,Male,Living,1979
Steven Danvers ,,Neutral,Male,Deceased,1978
Steven Harmon ,Public,Good,Male,Living,1992
Steven Hudak ,,,Male,Living,1995
Steven Lang ,Public,Bad,Male,Deceased,1975
Steven Levins ,Secret,Bad,Male,Deceased,1992
Steven Partridge ,Public,Neutral,,Living,1991
Steven Petty ,,Bad,Male,Living,1988
Steven Rogers ,Secret,Bad,Male,Living,
Steven Rogers ,No Dual,Bad,Male,Deceased,2010
Steven Rogers ,Public,Good,Male,Living,2007
Steven Rogers ,Public,Good,Male,Living,1976
Steven Rogers ,Secret,Neutral,Male,Living,1953
Steven Shaffran ,Secret,,Male,Deceased,1991
Steven Tyler ,No Dual,Good,Male,Living,1976
Steven White ,Secret,Good,Male,Living,1993
Stevie ,Secret,Bad,Male,Living,1990
Stewart Acheron ,Public,Neutral,Male,Living,2003
Stewart Cadwall ,Secret,,Male,Living,1985
Stewart Ward ,,Bad,Male,Living,1999
Sthagati ,Secret,Neutral,Male,Deceased,
Stick ,Secret,Good,Male,Deceased,1981
Sticker ,Secret,Bad,Male,Living,1988
Stig ,No Dual,Bad,Male,Living,1991
Stigmata ,Secret,,Female,Living,1997
Stiletto ,Secret,Bad,Male,Deceased,1992
Stillface ,Secret,Bad,Male,Living,1947
Stilt-Man ,Secret,Bad,Male,Living,2005
Stinger ,,Bad,Male,Deceased,1991
Stinky ,,Bad,Male,Living,1998
Stone ,No Dual,Bad,Male,Deceased,2005
Stone ,Secret,Good,Male,Living,1982
Stone ,,Bad,Male,Living,1997
Stone Colossus ,Public,Neutral,Male,Living,2011
Stone Man ,Secret,Bad,,Living,1942
Stoneface ,Secret,Bad,Male,Living,1971
Stoneface Turner ,Public,,Male,Living,1976
Stoop Richards ,Public,Bad,Male,Living,1989
Storm ,Secret,Neutral,Female,Living,
Straight Arrow ,,,Male,Living,1985
Stranger ,Secret,Neutral,Male,Living,1965
Stranger ,,Good,Male,Living,1993
Stranglehold ,Secret,Bad,Male,Living,1998
Strangler ,Secret,Bad,Male,Deceased,1941
Strangler ,,,Male,Living,1941
Strangler ,Secret,Bad,Male,Living,1994
Straw Man ,Secret,Good,Male,Living,1975
Streetman ,Secret,,Male,Living,
Strel ,Secret,Bad,,Living,2010
Stretch ,Secret,Neutral,Male,Living,2005
Strider ,,Good,Male,Living,1997
Striker ,Secret,Bad,Male,Living,2012
String ,,Bad,Male,Living,1989
Stringer ,Public,Neutral,Male,Deceased,2004
Stringfellow ,Secret,Good,Male,Living,2004
Stripmine ,Secret,Bad,Male,Living,2004
Strokov ,,Bad,Male,Living,1990
Stronghold ,,Bad,Male,Living,2000
Strongman ,,,,Living,1977
Strontium-90 ,Secret,Bad,Male,Living,1992
Strug ,,Neutral,Male,Deceased,1972
Stryke ,Secret,Bad,Male,Living,1977
Stu Cicero ,Public,Good,Male,Living,2005
Stuart Anthony Whyte ,Secret,,Male,Deceased,1994
Stuart Clarke ,Public,Bad,Male,Deceased,1976
Stuart Sarris ,Secret,Neutral,Male,Living,1993
Stuart Welles ,Secret,,Male,Living,2002
Stug Bar ,Secret,Bad,Male,Living,1994
Stumpy ,Secret,Bad,Male,Living,1942
Sturdevant Robbins ,Secret,Good,Male,Living,1991
Sturky ,,Good,,Living,1982
Sturm ,Secret,Bad,Male,Living,2003
Stygorr ,,Bad,Male,Living,1981
Stygyro ,No Dual,Bad,Male,Living,1976
Styro ,No Dual,Bad,Male,Living,1993
Styx ,Secret,Bad,Male,Living,2011
Su ,,,Male,Living,1970
Su Yin ,Public,Good,Female,Living,1991
Sub-Earth Man ,Secret,Bad,Male,Living,1941
Sub-Mariner ,Secret,Bad,Male,Living,1998
Subguardian Smasher-7 ,Secret,Good,Male,Living,
Subguardian Titan ,Secret,Good,Male,Living,
Subguardian Warstar ,Secret,Good,,Living,
Sublime ,Secret,Neutral,,Living,1991
Succubus ,Secret,Bad,Female,Deceased,2001
Succubus ,Secret,Bad,Female,Living,1993
Sudd ,,Bad,Male,Living,1978
Sugar Kane ,Public,Good,Female,Living,2001
Sui-San ,No Dual,Neutral,Female,Deceased,1973
Suicide King ,Secret,Bad,Male,Living,2005
Suki Ashida ,,,Female,Living,2005
Suki Yumiko ,Secret,Good,Female,Deceased,2009
Sulani ,No Dual,Neutral,Female,Living,1939
Sulibeg ,No Dual,Bad,Male,Living,1967
Sultan ,,Bad,Male,Living,1994
Sultan of Bangook ,Public,Bad,Male,Living,1947
Sulumor ,No Dual,Good,Male,Living,2004
Suma-Ket ,,Bad,Male,Living,1993
Sumner Beckwith ,Secret,Bad,Male,Living,1992
Sun Tao ,Public,Good,Male,Living,2000
Sun Wukong ,Secret,Good,Male,Living,2011
Sun Yat ,Public,Neutral,Male,Living,1947
Sundance ,Secret,Good,Male,Living,1986
Sunfire ,Secret,Neutral,Male,Deceased,
Sunflower ,,Good,Male,Deceased,2011
Sunset Bain ,Secret,Bad,Female,Living,1980
Super Sentry ,,,,Living,1969
Super Slave ,Secret,Good,Male,Living,1941
Super-Adaptoid ,Secret,Bad,Male,Living,1966
Super-Adaptoid ,,Good,,Living,1997
Super-Ego ,Secret,,,Living,1992
Super-Humanoid ,,Bad,Male,Living,1969
Super-Patriot ,Secret,Bad,Male,Deceased,1969
Supergiant ,No Dual,Bad,Female,Deceased,
Superior ,Secret,Bad,Male,Living,2010
Supernalia ,,Bad,Female,Living,
Supramor ,Secret,Bad,Male,Living,1965
Supremacy ,,Bad,Male,Living,1963
Supreme Hydra ,Secret,Bad,Male,Deceased,1968
Supreme Intelligence ,No Dual,Neutral,Male,Living,1967
Supreme One ,Secret,Bad,Male,Living,1966
Supreme Pontiff ,Secret,Neutral,Male,Living,2002
Surge ,Secret,Bad,Male,Living,1991
Surgeon ,Secret,Bad,Male,Living,1996
Surisha ,Secret,Bad,Female,Living,1975
Surtur ,No Dual,Bad,Male,Deceased,1963
Susa-No-O-Izumo ,,,Male,Deceased,2009
Susan Austin ,Public,Good,Female,Living,1988
Susan Banner ,,Good,Female,Living,1985
Susan Bishop ,,Neutral,Female,Living,2005
Susan Catrini ,,Neutral,Female,Deceased,2007
Susan Dane ,Public,Neutral,Female,Living,1947
Susan Dean ,No Dual,Neutral,Female,Living,1988
Susan Hayakawa ,Secret,Bad,Female,Living,1986
Susan Maddox ,Public,Neutral,Female,Living,2007
Susan Morse ,Public,Neutral,Female,Living,2010
Susan Rice ,Public,Neutral,Female,Living,2013
Susan Scarbo ,Secret,Bad,Female,Deceased,1970
Susan Storm ,Public,Good,Female,Living,1973
Susan Storm ,Public,Good,Female,Living,1961
Susan Storm ,Public,Good,Female,Living,1996
Susan Storm ,Public,Good,Female,Living,2007
Susan Storm ,Secret,Bad,Male,Deceased,2008
Susan Svenson ,Secret,Good,Female,Deceased,2006
Susan in Sunshine ,Secret,Neutral,Female,Living,2011
Susanna Dane ,Public,Neutral,Female,Deceased,2012
Suspensor ,,,Female,Living,2008
Suspiria ,,Good,Female,Living,2005
Susquatch ,,,Male,Deceased,1979
Sutekh ,No Dual,,Male,Deceased,1994
Suvik Senyaka ,Secret,Bad,Male,Deceased,1993
Suwan ,Secret,Bad,Female,Living,1956
Suyin King ,Secret,Good,Female,Living,2000
Suzanne Chan ,Secret,Good,Female,Deceased,2006
Suzanne Gaffney ,Public,Neutral,Female,Living,1991
Suzerain ,No Dual,,Male,Living,1978
