,Name,Connections,Identity,Alignment,Gender,Status,Year
4594,Hobgoblin Iii,6,,,,,
4595,Shotgun Ii,6,,,,,
4596,"Frederickson, Kolina",6,,,,,
4597,Crimson Dynamo,6,,,,,
4598,"Cussler, Phillip",6,,,,,
4599,"Mckenzie, Leonard",6,,,,,
4600,Crix,6,,,,,
4601,"Gamelin, John T J.T.",6,,,,,
4602,"Mcphail, Natalie",6,,,,,
4603,Millennium Monarch,6,Secret,Good,Female,Living,2000.0
4604,Ravage,6,,,,,
4605,"Meer, Max",6,,,,,
4606,Angkor,6,,,,,
4607,Meme,6,,,,,
4608,Wind-Warrior,6,,,,,
4609,"Mellace, Tony",6,,,,,
4610,"Sharp, Trina",6,,,,,
4611,"Gannon, Rich",6,,,,,
4612,Shadow King | Mutant,6,,,,,
4613,Hellscout,6,,,,,
4614,Shrine,6,,,,,
4615,Olivier,6,Secret,Bad,Male,Deceased,1998.0
4616,Owayodata,6,Secret,Good,Male,Living,1970.0
4617,Hungyr,6,,,,,
4618,"Angstrom, Earl",6,,,,,
4619,Hulk Iv,6,,,,,
4620,"Simpson, Crash",6,,,,,
4621,Gabriel Iii,6,,,,,
4622,Berserker,6,,Bad,Male,Deceased,1975.0
4623,Metoxo,6,,,,,
4624,Barak,6,Secret,Bad,Male,Living,1997.0
4625,"Honikawa, Sho",6,,,,,
4626,Seth Iii,6,,,,,
4627,"Osborn, Emily",6,,,,,
4628,Crazy Eight,6,,,,,
4629,Mauler,6,Secret,Bad,Male,Living,
4630,Siffror,6,,,,,
4631,"Holdsworth, Parker",6,,,,,
4632,"Mcbride, Martha",6,,,,,
4633,Shot,6,Secret,Bad,Male,Living,1995.0
4634,"Watanabe, Emmaline B",6,,,,,
4635,"Parady, Capt. Ronald",6,,,,,
4636,Legs,6,,,,,
4637,"Kilgrew, Basil Beta ",6,,,,,
4638,"Zeitgeist, Nicola",6,,,,,
4639,Buel,6,Public,Bad,Male,Deceased,1997.0
4640,Blue Bullet,6,,,,,
4641,"Pinkerton, Rudy",6,,,,,
4642,"Bumpo, Mr.",6,,,,,
4643,"Leash, Micah",6,,,,,
4644,Keka' Akeluak,6,,,,,
4645,Keeper Of The Comics,6,,,,,
4646,Buzzard,6,Secret,,Male,Living,1995.0
4647,Strontium-90,6,Secret,Bad,Male,Living,1992.0
4648,"Ironwood, Cissy",6,,,,,
4649,"Yuan, Annie",6,,,,,
4650,Leviathan,6,,Bad,,Living,1968.0
4651,"Thorpe, Luke",6,,,,,
4652,"Candler, Owen",6,,,,,
4653,"Petrovitch, Dmitri",6,,,,,
4654,"Lin, Paula",6,,,,,
4655,"Lincoln, William Wil",6,,,,,
4656,Pulsar Ii,6,,,,,
4657,Captain Rectitude,6,,,,,
4658,"Littletree, Linda",6,,,,,
4659,Prodigy,6,Secret,,Male,Living,1992.0
4660,Firefall,6,,Good,Female,Deceased,2000.0
4661,Firefall Iii,6,,,,,
4662,Fagin,6,Secret,Neutral,Male,Deceased,2001.0
4663,Tenebrae,6,,,,,
4664,Boulder,6,Secret,Good,Female,Deceased,1990.0
4665,Knight Errant,6,,,,,
4666,8-Ball,6,Secret,Bad,Male,Living,
4667,A,6,Secret,Bad,Female,Living,2001.0
4668,Box Ii,6,,,,,
4669,"Abbott, Jack",6,,,,,
4670,"Braithwaite, Judge R",6,,,,,
4671,"Brandeis, Cammy",6,,,,,
4672,Zom,6,Secret,Bad,Male,Living,1967.0
4673,Brass Bishop,6,,,,,
4674,Brass,6,,,,,
4675,President Itoes [Tri,6,,,,,
4676,Tangerine 2013,6,,,,,
4677,"Pogue, Barton",6,,,,,
4678,Kronitt,6,,,,,
4679,Abominatrix,6,,,,,
4680,"Briggs, Agent",6,,,,,
4681,Bonita,6,Secret,Neutral,Female,Deceased,2001.0
4682,"Tal, General",6,,,,,
4683,Krush,6,Public,Neutral,Male,Living,1995.0
4684,Bacillus,6,,Bad,Male,Deceased,1992.0
4685,"Carbone, Salvatore",6,,,,,
4686,"Stewart, Mary",6,,,,,
4687,"Chakara, Kanu",6,,,,,
4688,Foropulist,6,,,,,
4689,Lurking Unknown,6,Secret,Bad,Male,Living,1967.0
4690,Splice Ii,6,,,,,
4691,Spike,6,,Bad,,Living,1989.0
4692,Speedfreek,6,,,,,
4693,Check,6,,,,,
4694,Javitz,6,,,,,
4695,"Parrish, Max",6,,,,,
4696,Madame Masque Iv,6,,,,,
4697,"Albuquerque, Jeremia",6,,,,,
4698,"Daniels, Brie",6,,,,,
4699,"Soto, Bernard",6,,,,,
4700,"Janson, Dr. Andrea",6,,,,,
4701,Radion,6,,,,,
4702,Wrangler Ii,6,,,,,
4703,Dusk Iii,6,,,,,
4704,Magma Ii,6,,,,,
4705,"Snow, Victoria",6,,,,,
4706,Jackknife,6,,,,,
4707,Raggadorr,6,,Neutral,Male,Living,1964.0
4708,Snare,6,,,,,
4709,Jiomo,6,,,,,
4710,"Jones, John",6,,,,,
4711,"Kaishek, Kia",6,,,,,
4712,"Patterson, Jack",6,,,,,
4713,"Kaishek, Haan",6,,,,,
4714,"Pendragon, Arthur",6,,,,,
4715,"Lobo, Lucky",6,,,,,
4716,Vesper,6,Secret,Bad,Female,Living,1992.0
4717,Jurias,6,,,,,
4718,Lockheed | Mutant X-,6,,,,,
4719,"Josten, Lindy",6,,,,,
4720,Loga,6,Secret,Good,Male,Living,1994.0
4721,"Star, Joan",6,,,,,
4722,Logos,6,,,,,
4723,Cat Ii,6,,,,,
4724,"Austin, Gen.",6,,,,,
4725,Jornick,6,,,,,
4726,Cat King,6,,,,,
4727,Quark,6,Public,Good,Male,Living,2012.0
4728,"Stalin, Josef",6,,,,,
4729,"Lopez, Maria",6,,,,,
4730,El Uno,6,Secret,Bad,Male,Deceased,1997.0
4731,Vulture Iii,6,,,,,
4732,Lord Karnaj,6,,Bad,Male,Living,1974.0
4733,Cerebro Mark Xiii | ,6,,,,,
4734,"Walders, Beatrice",6,,,,,
4735,Wonder Man 2010,6,,,,,
4736,"West, Dale",6,,,,,
4737,Mr. Fear,6,,,,,
4738,Ru,6,,,,,
4739,"Weason, Senator",6,,,,,
4740,"Hardy, Stan",6,,,,,
4741,"Halftree, Horace",6,,,,,
4742,"Muldoon, Texas Jack",6,,,,,
4743,"Ruiz, Rhythm",6,,,,,
4744,"Deveraux, Inspector ",6,,,,,
4745,"Wessel, Harry",6,,,,,
4746,Grendel'S Mother,6,,,,,
4747,Typhoon,6,Secret,Bad,Male,Deceased,2000.0
4748,Wayopex,6,Secret,Good,Male,Living,1991.0
4749,Beast 2013,6,,,,,
4750,Guladkin,6,,,,,
4751,Utgard-Loki,6,Secret,Bad,Male,Living,1978.0
4752,Dex,6,No Dual,,Male,Living,2005.0
4753,Deadmaker,6,,,,,
4754,Mr. Mobius,6,,,,,
4755,"Sanders, Det. Napole",6,,,,,
4756,Donar,6,,,,,
4757,"Mundy, Shane",6,,,,,
4758,"Delgado, Luz",6,,,,,
4759,"Davis, Abby",6,,,,,
4760,Weed,6,,,,,
4761,"Weiss, Konrad Konnie",6,,,,,
4762,Day,6,,,,,
4763,"Rever, Brad",6,,,,,
4764,Satana,6,,,,,
4765,"Rose, Michka",6,,,,,
4766,Asano,6,,,,,
4767,"Rose, Henrietta",6,,,,,
4768,Nuril,6,,,,,
4769,"De La Spirosa, Count",6,,,,,
4770,N'Gassi,6,Public,,Male,Living,1977.0
4771,Reverb,6,Secret,Bad,Male,Deceased,1995.0
4772,"Roosevelt, Franklin ",6,,,,,
4773,Sariel,6,Secret,Good,Male,Living,2000.0
4774,Doughboy,6,,,Agender,Living,1977.0
4775,"Doctor, Dr. Joshua",6,,,,,
4776,"Gilberti, Rose",6,,,,,
4777,Wendigo V,6,,,,,
4778,Deadeye,6,,,,,
4779,"Dockery, Rupert",6,,,,,
4780,"Dennehy, Robert",6,,,,,
4781,"Bartlett, Stu",6,,,,,
4782,Barracuda,6,,Bad,Female,Living,2000.0
4783,Arrow,6,No Dual,Good,Male,Living,1951.0
4784,Gorn,6,Secret,Bad,Male,Living,1992.0
4785,Sammael,6,Secret,Bad,Male,Living,1993.0
4786,Whisper Ii,6,,,,,
4787,Glitch,6,Secret,Neutral,Female,Living,2010.0
4788,Harvest Ii,6,,,,,
4789,Gomurr,6,,Good,Male,Living,1996.0
4790,Night Flyer,6,Secret,Bad,Male,Living,1977.0
4791,"Nichols, Tom",6,,,,,
4792,Salome,6,Public,Bad,Female,Deceased,2009.0
4793,"Gooner, Melvin",6,,,,,
4794,"Asher, Carl",6,,,,,
4795,"Guthrie, Joelle",6,,,,,
4796,"Deangelo, Devlin",6,,,,,
4797,Baron Macabre,6,Secret,Bad,Male,Living,1974.0
4798,"Hager, General",6,,,,,
4799,"Dibbs, Lionel",6,,,,,
4800,"Dirkson, Gus",6,,,,,
4801,Sanction,6,Secret,Bad,Male,Living,1995.0
4802,"Watanabe, Yuji",6,,,,,
4803,"Diego, Manuel",6,,,,,
4804,"Lovejoy, Franklin",5,,,,,
4805,Lorvex,5,Public,Bad,Male,Living,1972.0
4806,"Patilio, Marie",5,,,,,
4807,Alpha,5,No Dual,Neutral,Male,Living,1969.0
4808,Pain,5,,,,,
4809,"Murdock, Battling Ja",5,,,,,
4810,Wendigo Vi,5,,,,,
4811,W'Kandro,5,,,Male,Living,1997.0
4812,Tyrus,5,,,,,
4813,Saint Elmo,5,Secret,Good,Male,Deceased,1992.0
4814,Man-Of-War,5,,,,,
4815,"Tiers, Michelle",5,,,,,
4816,"Patton, Jess",5,,,,,
4817,Lord Leader,5,,,,,
4818,Idnar,5,,,,Living,1992.0
4819,Slick,5,No Dual,Bad,Male,Living,1939.0
4820,Idris,5,,,,,
4821,"Packer, Artie",5,,,,,
4822,"Longbow, Desiree",5,,,,,
4823,Cold Warrior,5,,,,,
4824,Word,5,Secret,Bad,Male,Living,1992.0
4825,"Jordan, Hal",5,,,,,
4826,Elamron,5,,,,,
4827,Stalking Fox,5,,,,,
4828,"Asbery, Shamari",5,,,,,
4829,"Lopez, Angela",5,,,,,
4830,"Stahl, Veronica",5,,,,,
4831,"Lopez, Antonio",5,,,,,
4832,"Vazir, Dr.",5,,,,,
4833,"Stacy, Helen",5,,,,,
4834,Rotwrap,5,,,,,
4835,Lylla,5,No Dual,Good,Female,Living,1982.0
4836,Eel Iii,5,,,,,
4837,"Delazny, Charles L.",5,,,,,
4838,Smasher Iii,5,,,,,
4839,Soteira,5,Secret,Neutral,Female,Deceased,
4840,Sorrow,5,Secret,Good,Female,Living,1998.0
4841,Somon,5,Public,,,Living,1985.0
4842,"Duner, Major",5,,,,,
4843,Sombre,5,,Bad,Male,Deceased,1974.0
4844,Walker,5,Secret,Bad,Male,Deceased,2001.0
4845,Death Sting,5,,,,,
4846,"Madsden, Trevor",5,,,,,
4847,"Cire, Ezra",5,,,,,
4848,"Coffin, Ray",5,,,,,
4849,Mr. X,5,,,,,
4850,Mr. Death,5,,,,,
4851,Frankensurfer,5,,,,,
4852,Rem-Ram,5,,,,,
4853,"Clayton, Katrinka Ja",5,,,,,
4854,Deathraven,5,,,,,
4855,Jack Serious,5,,,,,
4856,"Reiss, Jacob",5,,,,,
4857,Black Knight Vi,5,,,,,
4858,"Gilbert, Professor G",5,,,,,
4859,Janus Ii,5,,,,,
4860,"Jericho, Justina",5,,,,,
4861,Uncle Pyko,5,,,,,
4862,"Vermicelli, Gianni",5,,,,,
4863,Chaos,5,,Bad,Male,Living,1979.0
4864,"Macendale, Karen",5,,,,,
4865,"Chapman, Gen. Ulysse",5,,,,,
4866,Eclecta,5,Secret,Neutral,Female,Living,2000.0
4867,"Quinn, Miranda",5,,,,,
4868,Echo,5,,,,,
4869,"Jeffries, Maggie ",5,,,,,
4870,"Werner, P.D.Q.",5,,,,,
4871,Ecce [Watcher],5,,,,,
4872,Deimos,5,,,Male,Living,1991.0
4873,"Parks, Joe",5,,,,,
4874,"Chen, Dr.",5,,,,,
4875,Dominus,5,,Bad,,Living,1966.0
4876,Saint Anna,5,Secret,Good,Female,Deceased,2001.0
4877,Infomorph,5,Secret,Bad,Female,Living,1994.0
4878,"Chiang, Prof.",5,,,,,
4879,"Fortunato, Mary",5,,,,,
4880,Soulfire,5,,,,,
4881,Wargod,5,,,,,
4882,Blackwell,5,,,,,
4883,Foolkiller Iii,5,,,,,
4884,Necromancer,5,,Bad,Male,Living,1993.0
4885,Diamondback,5,,,,,
4886,Sweepzweak,5,,,,,
4887,"Fisher, Prof. France",5,,,,,
4888,Suzie,5,,,,,
4889,"Buchanan, Sam",5,,,,,
4890,Khoon,5,Secret,Bad,Male,Living,1992.0
4891,"Adams, Martha",5,,,,,
4892,"Buchovitz, Stanley &",5,,,,,
4893,Exalted One,5,,,,,
4894,Landslide,5,Secret,Bad,Male,Living,
4895,"Bukowski, Buck",5,,,,,
4896,Bloodwing [Shi'Ar],5,,,,,
4897,Teutonic Knight,5,,,,,
4898,Bumpkin,5,Secret,Good,Male,Living,1996.0
4899,"Green, Arnie",5,,,,,
4900,"Lao-Tse, Gen.",5,,,,,
4901,"Etzion, General",5,,,,,
4902,Agamemnon,5,No Dual,,Male,Deceased,1995.0
4903,Blood Spider,5,,,,,
4904,"Robertson, Prof. Bob",5,,,,,
4905,"Summers, Philip",5,,,,,
4906,"Essex, Rebecca",5,,,,,
4907,"Thomas, Kim Ho Twae",5,,,,,
4908,Blok,5,Secret,Bad,Male,Living,2001.0
4909,"Kilgrew, Gerard",5,,,,,
4910,Zet,5,,,,,
4911,Void,5,Secret,Bad,Male,Deceased,2000.0
4912,"Tannen, Paul",5,,,,,
4913,Dirty Wolff,5,,,Male,Living,2000.0
4914,Ningal,5,,Bad,Male,Living,1973.0
4915,"Kole, Michelle",5,,,,,
4916,Azure,5,,Bad,Male,Deceased,1990.0
4917,Powderkeg Ii,5,,,,,
4918,Nightcrawler 2013,5,,,,,
4919,Tequila,5,Secret,Bad,Female,Deceased,1992.0
4920,Kragar,5,,,,,
4921,"Kragg, Gen.",5,,,,,
4922,Taree,5,,,,,
4923,Kree Iron Man [Kree],5,,,,,
4924,Gorilla-Man,5,,,,,
4925,Piston,5,,,,,
4926,Po,5,,,,,
4927,Krotok,5,,,,,
4928,Fin Fang Foom | Muta,5,,,,,
4929,"Takimoto, Ron",5,,,,,
4930,"Krypt, Dr.",5,,,,,
4931,"Takachiho, Mrs.",5,,,,,
4932,Acrobat,5,Secret,Bad,Male,Living,1947.0
4933,Tabula Rasa,5,,,,,
4934,Princess Nepthys,5,,,,,
4935,Riot,5,,Bad,Male,Living,2000.0
4936,Brother Wonderful,5,,,,,
4937,Leap Frog,5,,,,,
4938,"Busiek, Kurt",5,,,,,
4939,"Rever, Dan",5,,,,,
4940,"Perez, Det. Cecilia",5,,,,,
4941,Nocturne Ii,5,,,,,
4942,"Romanov, Mickey",5,,,,,
4943,"Stewart, Maddie",5,,,,,
4944,Fluffy,5,,,,,
4945,Stern,5,Secret,Bad,Male,Living,1992.0
4946,"Cardenas, Paco",5,,,,,
4947,Sterling,5,,Good,Male,Living,2000.0
4948,"Stephanapoulus, Cosm",5,,,,,
4949,"Cardinale, Carlos",5,,,,,
4950,"Carlton, Jake",5,,,,,
4951,Kaa,5,Secret,Bad,Male,Deceased,1960.0
4952,Pursuer,5,,,,,
4953,Pulse,5,,Bad,Male,Deceased,1992.0
4954,Undertaker,5,,,,,
4955,"Lo, Jimmy",5,,,,,
4956,"Blackwood, Jenny",5,,,,,
4957,K'Ad-Mon,5,,,,,
4958,"Manning, Dr.",5,,,,,
4959,"Starr, Jacqueline",5,,,,,
4960,"Carter, Brad",5,,,,,
4961,"Carter, Sharon Ii",5,,,,,
4962,Rose Iii,5,,,,,
4963,Yellow Claw Robot,5,,,,,
4964,Pecos Bill,5,,,,,
4965,"Carbone, Julius",5,,,,,
4966,Pulse Ii,5,,,,,
4967,Keerg,5,Public,Bad,Male,Living,1998.0
4968,"Epurer, Giscard",5,,,,,
4969,"Bliss, Bonnie",5,,,,,
4970,Vidar,5,,,,,
4971,Gresig,5,,,,,
4972,Nanabozho,5,,,Male,Living,1991.0
4973,Byrrah | Heroes Rebo,5,,,,,
4974,"Kaur, Benazir",5,,,,,
4975,Katu,5,,,,,
4976,Katsu'Ta'Ro,5,,,,,
4977,Thor | Earth 253,5,,,,,
4978,"Stroughton, William",5,,,,,
4979,"Weals, Melvin J.",5,,,,,
4980,Battering Ram,5,Secret,,Male,Deceased,2001.0
4981,"Flores, Shanice",5,,,,,
4982,Psylocke 2013,5,,,,,
4983,Nameless One Ii,5,,,,,
4984,"Rogers, Capt. Steven",5,,,,,
4985,Capricorn Ii,5,,,,,
4986,"Rogers, W.T.",5,,,,,
4987,"Deutsch, Gen.",5,,,,,
4988,Armageddon Man,5,Secret,Neutral,Male,Living,1999.0
4989,Doctor Mandibus,5,,,,,
4990,Captain Power,5,,,,,
4991,"Stithy, Theodore",5,,,,,
4992,Captain Terror,5,,,,,
4993,Collette,5,,,,,
4994,"Fenton, Barney",5,,,,,
4995,Sakaa,5,,,,,
4996,Scarbo,5,,,,,
4997,"Baptiste, Tante Matt",5,,,,,
4998,"Raven, Sabbath",5,,,,,
4999,"Senyaka, Tia",5,,,,,
5000,Seraph,5,Secret,Good,Female,Living,1990.0
5001,Molgotha,5,,Bad,Male,Living,2001.0
5002,Matador,5,Secret,Bad,Male,Deceased,1948.0
5003,Dark Hunter,5,,Bad,,Living,1997.0
5004,"Heller, Dr. Joseph",5,,,,,
5005,"Heller, Eric",5,,,,,
5006,Mauvius,5,,,,,
5007,"Raymond, Henry",5,,,,,
5008,Orwell,5,Secret,Neutral,Male,Deceased,2001.0
5009,"Hollister, Sheriff",5,,,,,
5010,"Rasputin, Lucifer",5,,,,,
5011,Siberion,5,Secret,Bad,Male,Living,1992.0
5012,Silver Fox,5,,,,,
5013,Master Twelve,5,,,,,
5014,"Osborn, Norman",5,,,,,
5015,Razorfist,5,,,,,
5016,Human Robot,5,,,,,
5017,"Walsh, Capt. Alexand",5,,,,,
5018,"Sims, Ezekiel",5,,,,,
5019,"Mason, John",5,,,,,
5020,"Barranco, Maria Esme",5,,,,,
5021,Other Ii,5,,,,,
5022,Geiger,5,,,,,
5023,Dreadnaught,5,,,,,
5024,"Townsend, Chris",5,,,,,
5025,"Senreich, Gunther",5,,,,,
5026,"Osnick, Ollie",5,,,,,
5027,Silver Surfer | Muta,5,,,,,
5028,Anomaly Iii,5,,,,,
5029,Copperhead,5,,,,,
5030,"Mcbride, Beatrice",5,,,,,
5031,"Mccambridge, Megan",5,,,,,
5032,Sintariis,5,,,,,
5033,Shaara,5,,,Female,Living,1992.0
5034,Angel Doppelganger,5,,,,,
5035,Triton | Mutant X-Ve,5,,,,,
5036,"Benway, Dr.",5,,,,,
5037,"Vane, Roger",5,,,,,
5038,Wing,5,,,Male,Living,1991.0
5039,Crossbones Ii,5,,,,,
5040,"Berditchev, Itzhak",5,,,,,
5041,"Wilson, Dubose",5,,,,,
5042,Moon Wolf,5,,,Male,Living,1998.0
5043,"Shaw, Obadiah",5,,,,,
5044,Vague,5,Secret,Bad,Female,Living,1992.0
5045,Crossbow,5,,,,,
5046,"White, Jonathan",5,,,,,
5047,"Shapander, Karima",5,,,,,
5048,Sharyd,5,,,,,
5049,"Sheridan, Leah",5,,,,,
5050,"Ganger, Carmen",5,,,,,
5051,Ho Yinsen,5,Public,Good,Male,Deceased,1963.0
5052,"Mchele, Jeremy",5,,,,,
5053,"Ollsen, Bo",5,,,,,
5054,Monster From The Los,5,,,,,
5055,"Beere, Jason",5,,,,,
5056,"Galvin, Tommy",5,,,,,
5057,"Benny, Jake",5,,,,,
5058,Dragonhead,5,,,,,
5059,"Hancock, Calista",5,,,,,
5060,"Hansen, Billy",5,,,,,
5061,"Curson, Lt. Tara",5,,,,,
5062,Shadowknight,5,,,,,
5063,"Wilmott, Dr. Keith",5,,,,,
5064,"Hendershoot, Colonel",5,,,,,
5065,"Cross, Genevieve",5,,,,,
5066,"Mcmurray, Yvonne",5,,,,,
5067,Marvel Boy Viii,5,,,,,
5068,Cyclops Ii,5,,,,,
5069,Sama-D,5,,,,,
5070,"Martinez, Mr.",5,,,,,
5071,Walruss,5,,,,,
5072,"Ichihara, Shigeru",5,,,,,
5073,"Concierge, Le",5,,,,,
5074,Sister Maria,5,,,,,
5075,"Wiggins, Tracy",5,,,,,
5076,"Tully, Derek",5,,,,,
5077,American Samurai,5,Secret,Bad,Male,Deceased,1997.0
5078,Answer Ii,5,,,,,
5079,Aminedi,5,Secret,Bad,Male,Deceased,1991.0
5080,"Mantone, Jorge",5,,,,,
5081,Commander Blaze,5,,,,,
5082,Rei,5,,,,,
5083,"Sandhurst, Vincent",5,,,,,
5084,Samhain,5,,Bad,Male,Living,1982.0
5085,Sandman Doppelganger,5,,,,,
5086,"Antoinette, Marie",5,,,,,
5087,Hauptman,5,,,,,
5088,G'Rath,5,,,,,
5089,Computo,5,,,,,
5090,Seer,5,Secret,Good,Female,Living,1993.0
5091,Warlord,5,,,,,
5092,Tumbler,5,Secret,Bad,Male,Living,2013.0
5093,Turmoil,5,Secret,Bad,Male,Living,1994.0
5094,Tutinax,5,Secret,Bad,Male,Living,1977.0
5095,Iconoclast,5,,,Male,Living,1998.0
5096,Dr. Mime,5,,,,,
5097,Nullitron,5,,,,,
5098,Mirage Iii,5,,,,,
5099,"Brandeis, Prof. Henr",4,,,,,
5100,Glob,4,,,,,
5101,"Fiddler, Barney",4,,,,,
5102,Grid,4,,,,,
5103,Trump,4,Secret,Neutral,Male,Living,1987.0
5104,Gar-Toom,4,,Bad,Male,Living,1991.0
5105,Cursed Lotus,4,,,,,
5106,Brannex,4,,,,,
5107,"Darkover, Professor ",4,,,,,
5108,Shadow Queen,4,,,,,
5109,Monstroid,4,,Bad,Male,Deceased,1972.0
5110,Nautilus,4,,,,,
5111,"Porter, Kim",4,,,,,
5112,"Lee, Little Larry",4,,,,,
5113,Brahmanes,4,,,,,
5114,Fixer,4,,,,,
5115,Void-Eater,4,,,,,
5116,"Reaves, Vernon",4,,,,,
5117,"Nash, John Johnny Th",4,,,,,
5118,Garabed,4,,,,,
5119,Kraa,4,Secret,Bad,Male,Living,1992.0
5120,Willis,4,,,,,
5121,"Henshaw, Curtis",4,,,,,
5122,Styx Ii,4,,,,,
5123,"Kowalski, Trish",4,,,,,
5124,Dai-Kumo,4,,,,,
5125,Flare,4,Secret,Bad,Female,Deceased,2011.0
5126,Dice,4,,,,,
5127,Zoog [Kymellian],4,,,,,
5128,"Peyer, Danny",4,,,,,
5129,"Power, Leftenant",4,,,,,
5130,Puck | Mutant X-Vers,4,,,,,
5131,"Young, Mr.",4,,,,,
5132,Libra Iv,4,,,,,
5133,"Naip, Synthia",4,,,,,
5134,Dirge,4,Secret,Bad,Male,Deceased,2000.0
5135,"Young, Max",4,,,,,
5136,"Kane, Sugar",4,,,,,
5137,Miss Thing,4,,,,,
5138,Kandra,4,,,,,
5139,Crusher,4,Secret,,Male,Living,1966.0
5140,Mister Clean,4,,,Male,Living,1986.0
5141,"Von Doom, Cynthia",4,,,,,
5142,Nails,4,,,,,
5143,Montenegro,4,,Bad,Male,Living,1981.0
5144,Strange,4,,,,,
5145,Leviticus,4,,,,,
5146,Zota,4,,,,,
5147,Watchdog,4,,,,,
5148,Nira,4,,,,,
5149,Miss Saccharine,4,,,,,
5150,"Philips, Philip",4,,,,,
5151,Nzaga,4,,,,,
5152,"Rhodes, Mr.",4,,,,,
5153,Leoninus,4,Secret,Bad,Male,Living,1980.0
5154,Rodor,4,,,,,
5155,"Lestrade, Dr.",4,,,,,
5156,Phantom Eagle,4,,,,,
5157,"Cairn, Det.",4,,,,,
5158,Phantom,4,,,,,
5159,"Letterman, David",4,,,,,
5160,"Stringer, Amy",4,,,,,
5161,Heth'Sa,4,,,,,
5162,"Mengochauzeraus, Sta",4,,,,,
5163,Zombie,4,Secret,,Male,Living,2005.0
5164,Scar The Stalker,4,,,,,
5165,Bloke,4,,,,,
5166,Dr. Power,4,,,,,
5167,Wild Tiger,4,,,,,
5168,D'Won,4,,,,,
5169,Razorblade Ii,4,,,,,
5170,Brothers Grimm,4,,,,,
5171,Cypress,4,Secret,Bad,Male,Living,1991.0
5172,"Olafson, Eric",4,,,,,
5173,Boraku,4,,,,,
5174,La Bandera,4,,,,,
5175,Faze,4,Secret,,Male,Living,1994.0
5176,Browser,4,,,,,
5177,Piranha Ii,4,,,,,
5178,"Brewer, Dr. Melinda",4,,,,,
5179,"Scheele, Stephanie",4,,,,,
5180,"Brukner, Dr. Frank",4,,,,,
5181,Executioner V,4,,,,,
5182,Midwife,4,Secret,Bad,Female,Living,1996.0
5183,"Whitman, Patricia",4,,,,,
5184,"Kutuzov, Col.",4,,,,,
5185,Ripster,4,Secret,Bad,,Living,1991.0
5186,Noble,4,,,,,
5187,Nephri,4,Secret,Bad,Female,Deceased,1996.0
5188,D'Kay,4,Secret,Bad,Male,Living,1992.0
5189,Broker,4,,Bad,Male,Deceased,1995.0
5190,Tuvo,4,,,,,
5191,Baal,4,,Bad,Male,Deceased,1998.0
5192,"Gottfried, Willis",4,,,,,
5193,Broop,4,,,Male,Living,1976.0
5194,Plex Intelligence,4,,,,,
5195,Brother Axe,4,,,,,
5196,Kuragari,4,Secret,Bad,Male,Living,1997.0
5197,Vision Doppelganger,4,,,,,
5198,"Geesey, Karl",4,,,,,
5199,Rintrah Doppelganger,4,,,,,
5200,Plasma,4,,Bad,Female,Living,1997.0
5201,Kuroyama,4,,Bad,Male,Living,1998.0
5202,Swift,4,Secret,Bad,Male,Deceased,1992.0
5203,"Hederman, Lottie",4,,,,,
5204,"Diamond, Chucky",4,,,,,
5205,"Lanning, Dr.",4,,,,,
5206,Breegan,4,,,,,
5207,Porga,4,Secret,Good,Male,Deceased,1966.0
5208,Vogel,4,,,,,
5209,Ape Man Ii,4,,,,,
5210,Hellfire,4,,Bad,Male,Living,1974.0
5211,Sunfire,4,Secret,Neutral,Male,Deceased,
5212,"Prospero, Dr.",4,,,,,
5213,"Kray, D'Von",4,,,,,
5214,"Green, James",4,,,,,
5215,"Klein, Stanley",4,,,,,
5216,Takar,4,,,,,
5217,Merlyn,4,,,,,
5218,"Thomas, Ida",4,,,,,
5219,"Meridian, Dr. Robert",4,,,,,
5220,Layla,4,,,,,
5221,Nickel,4,,Bad,,Living,1997.0
5222,"Tanner, Archie",4,,,,,
5223,"Vinyl, Milo",4,,,,,
5224,"Fillmore, Garret",4,,,,,
5225,Bogatyr,4,,,,,
5226,"Barker, Matthew T.",4,,,,,
5227,Scuzz,4,Secret,Bad,Male,Deceased,1992.0
5228,Dr. Stranger Yet,4,,,,,
5229,Serpentyne,4,,,Male,Living,1980.0
5230,Ayesha,4,Secret,,Female,Living,1977.0
5231,"Landers, Dr.",4,,,,,
5232,Nelit,4,,,,,
5233,Supreme One,4,Secret,Bad,Male,Living,1966.0
5234,"Adamson, Jason",4,,,,,
5235,Cyborg X,4,,,,,
5236,"Raymond, Nora Jones",4,,,,,
5237,Exalt,4,Secret,Bad,Male,Living,1998.0
5238,Kestrus,4,,,,,
5239,"Langtree, Gina",4,,,,,
5240,"Von Frankenstein, Ba",4,,,,,
5241,"Spencer, Tracy",4,,,,,
5242,"Mullany, Mike",4,,,,,
5243,Revelation,4,Secret,Neutral,Female,Deceased,
5244,"Hosek, Bull",4,,,,,
5245,Whirlwind Ii,4,,,,,
5246,"Lyth'Ka, Commander",4,,,,,
5247,"Bernhard, Clarice",4,,,,,
5248,"Akutagawa, Osamu",4,,,,,
5249,Skinner,4,No Dual,Neutral,Male,Living,2010.0
5250,M-80,4,,,,,
5251,House Of Shadows,4,,,,,
5252,"Dunleavy, Gen. Arlen",4,,,,,
5253,Mace,4,,,,,
